zip_code,latitude,longitude,city,state,county
56731,48.771938,-96.812921,Humboldt,MN,Kittson
15545,39.886506,-78.712775,Hyndman,PA,Bedford
73098,34.645418,-97.162257,Wynnewood,OK,Garvin
99511,61.068324,-149.800476,Anchorage,AK,Anchorage
63877,36.177001,-89.860675,Steele,MO,Pemiscot
70422,30.74483,-90.41058,Amite,LA,Tangipahoa
54408,45.008812,-89.357822,Aniwa,WI,Marathon
13734,42.12518,-76.405626,Barton,NY,Tioga
27264,36.080707,-80.0244,High Point,NC,Guilford
36401,31.489241,-87.052004,Evergreen,AL,Conecuh
38738,33.628715,-90.607457,Parchman,MS,Sunflower
2637,41.701438,-70.277212,Cummaquid,MA,Barnstable
75030,32.91747,-96.534737,Rowlett,TX,Dallas
48004,42.824095,-82.66522,Anchorville,MI,Saint Clair
54112,45.306273,-88.002389,Coleman,WI,Marinette
12452,42.223407,-74.386635,Lexington,NY,Greene
41731,37.1408,-83.088916,Cornettsville,KY,Perry
36871,32.166569,-85.165575,Pittsview,AL,Russell
42085,36.572137,-88.761466,Water Valley,KY,Graves
31089,32.873449,-82.782879,Tennille,GA,Washington
67357,37.217756,-95.266407,Parsons,KS,Labette
12409,42.054666,-74.192451,Bearsville,NY,Ulster
29935,32.387434,-80.684392,Port Royal,SC,Beaufort
95555,41.291871,-124.060455,Orick,CA,Humboldt
30802,33.573999,-82.312058,Appling,GA,Columbia
77078,29.83399,-95.434241,Houston,TX,Harris
38463,35.07132,-87.549745,Iron City,TN,Lawrence
65686,36.638577,-93.432117,Kimberling City,MO,Stone
68310,40.313364,-96.693082,Beatrice,NE,Gage
91980,33.016928,-116.846046,Tecate,CA,San Diego
95002,37.189396,-121.705327,Alviso,CA,Santa Clara
16841,40.918199,-77.679655,Howard,PA,Centre
77065,29.83399,-95.434241,Houston,TX,Harris
42041,36.546939,-89.081143,Fulton,KY,Fulton
82421,44.702955,-108.335432,Deaver,WY,Big Horn
12461,41.875001,-74.273362,Olivebridge,NY,Ulster
28431,34.316747,-78.891483,Chadbourn,NC,Columbus
81071,38.441431,-102.604797,Sheridan Lake,CO,Kiowa
93106,34.432896,-119.837072,Santa Barbara,CA,Santa Barbara
28590,35.47461,-77.327423,Winterville,NC,Pitt
13651,43.870842,-76.180886,Henderson Harbor,NY,Jefferson
48361,42.660091,-83.3863,Lake Orion,MI,Oakland
67441,38.889721,-97.09319,Enterprise,KS,Dickinson
55079,45.405278,-92.969118,Stacy,MN,Chisago
76873,31.745879,-99.458967,Rockwood,TX,Coleman
74860,35.464803,-96.580729,Paden,OK,Okfuskee
54151,45.579448,-87.918821,Niagara,WI,Marinette
85610,31.737711,-109.622175,Elfrida,AZ,Cochise
32572,30.659159,-87.04972,Milton,FL,Santa Rosa
60651,41.811929,-87.68732,Chicago,IL,Cook
46253,39.779492,-86.132837,Indianapolis,IN,Marion
57774,43.239655,-103.527757,Provo,SD,Fall River
76849,30.49687,-99.776055,Junction,TX,Kimble
63857,36.252946,-90.127039,Kennett,MO,Dunklin
54525,46.395746,-90.191139,Gile,WI,Iron
40110,37.93462,-85.65545,Clermont,KY,Bullitt
46524,41.296306,-85.99843,Etna Green,IN,Kosciusko
43822,40.108668,-82.103212,Frazeysburg,OH,Muskingum
21130,39.471559,-76.211676,Perryman,MD,Harford
56014,43.669878,-93.826733,Bricelyn,MN,Faribault
41413,37.970507,-83.125202,Crockett,KY,Morgan
21156,39.461038,-76.583163,Upper Falls,MD,Baltimore
68776,42.459711,-96.457068,South Sioux City,NE,Dakota
37190,35.836335,-86.033176,Woodbury,TN,Cannon
93117,34.503802,-120.038806,Goleta,CA,Santa Barbara
2777,41.766629,-71.234443,Swansea,MA,Bristol
59827,45.918972,-114.05904,Conner,MT,Ravalli
98373,47.145817,-122.309704,Puyallup,WA,Pierce
84134,40.668068,-111.908297,Salt Lake City,UT,Salt Lake
39201,32.291095,-90.192687,Jackson,MS,Hinds
52586,41.390468,-92.560102,Rose Hill,IA,Mahaska
66537,38.74633,-95.675159,Scranton,KS,Osage
44449,40.967155,-81.021052,North Benton,OH,Mahoning
44099,41.549414,-80.967673,Windsor,OH,Ashtabula
82335,41.71694,-106.999195,Walcott,WY,Carbon
34654,28.296388,-82.617095,New Port Richey,FL,Pasco
26146,39.496137,-81.057241,Friendly,WV,Tyler
87521,36.131096,-105.738515,Chamisal,NM,Taos
27805,36.169398,-77.097225,Aulander,NC,Bertie
72017,34.785525,-91.573785,Biscoe,AR,Prairie
64142,39.035038,-94.356728,Kansas City,MO,Jackson
21035,39.04296,-76.62863,Davidsonville,MD,Anne Arundel
45121,38.981336,-83.903529,Georgetown,OH,Brown
24323,36.871709,-81.198867,Crockett,VA,Wythe
84604,40.317059,-111.608241,Provo,UT,Utah
20548,38.898111,-77.017698,Washington,DC,District Of Columbia
49285,42.496734,-84.24306,Stockbridge,MI,Ingham
19512,40.364068,-75.870971,Boyertown,PA,Berks
92134,32.562106,-117.07166,San Diego,CA,San Diego
42049,36.578831,-88.322336,Hazel,KY,Calloway
46321,41.550535,-87.502585,Munster,IN,Lake
28730,35.529188,-82.404704,Fairview,NC,Buncombe
98366,47.542664,-122.587102,Port Orchard,WA,Kitsap
67133,37.56297,-97.090019,Rose Hill,KS,Butler
98559,46.958918,-123.326762,Malone,WA,Grays Harbor
69101,41.102555,-100.74907,North Platte,NE,Lincoln
41408,37.914002,-83.233761,Cannel City,KY,Morgan
57101,43.546358,-96.69063,Sioux Falls,SD,Minnehaha
24883,37.375246,-81.653889,Skygusty,WV,Mcdowell
45023,39.440956,-84.575746,Hamilton,OH,Butler
20037,38.918903,-77.061781,Washington,DC,District Of Columbia
42023,36.87522,-89.006956,Bardwell,KY,Carlisle
25846,38.041293,-81.064784,Glen Jean,WV,Fayette
48750,44.422917,-83.550866,Oscoda,MI,Iosco
58441,46.175992,-98.379846,Fullerton,ND,Dickey
48604,43.482403,-83.969391,Saginaw,MI,Saginaw
11976,40.922326,-72.637078,Water Mill,NY,Suffolk
99023,47.557733,-117.183637,Mica,WA,Spokane
73084,35.540113,-97.387602,Spencer,OK,Oklahoma
81233,38.410012,-105.769848,Howard,CO,Fremont
88510,31.694842,-106.299987,El Paso,TX,El Paso
48897,42.697951,-85.133685,Woodland,MI,Barry
62949,37.836584,-89.142415,Hurst,IL,Williamson
80917,38.82513,-104.746689,Colorado Springs,CO,El Paso
49910,46.585302,-89.517464,Bergland,MI,Ontonagon
49042,41.936948,-85.533122,Constantine,MI,Saint Joseph
31746,31.506869,-84.721045,Edison,GA,Calhoun
54943,44.103548,-89.491566,Hancock,WI,Waushara
40272,38.084554,-85.851022,Louisville,KY,Jefferson
49052,42.13344,-85.342481,Fulton,MI,Kalamazoo
54836,46.452892,-92.171445,Foxboro,WI,Douglas
50126,42.43026,-93.253363,Iowa Falls,IA,Hardin
18512,41.43503,-75.610332,Scranton,PA,Lackawanna
15086,40.434436,-80.024817,Warrendale,PA,Allegheny
70375,29.693833,-90.549555,Mathews,LA,Lafourche
81041,37.870309,-102.367626,Granada,CO,Prowers
92103,32.746085,-117.170517,San Diego,CA,San Diego
38226,36.347497,-88.677715,Dukedom,TN,Weakley
28078,35.401071,-80.869457,Huntersville,NC,Mecklenburg
47366,39.931785,-85.398625,New Lisbon,IN,Henry
79990,31.694842,-106.299987,El Paso,TX,El Paso
44903,40.80142,-82.538356,Mansfield,OH,Richland
12812,43.667618,-74.456913,Blue Mountain Lake,NY,Hamilton
3773,43.390485,-72.199659,Newport,NH,Sullivan
27593,35.590731,-78.360723,Wilsons Mills,NC,Johnston
33960,27.120281,-81.390945,Venus,FL,Highlands
7717,40.191913,-74.015931,Avon By The Sea,NJ,Monmouth
7758,40.429731,-74.106535,Port Monmouth,NJ,Monmouth
13317,42.867146,-74.595636,Canajoharie,NY,Montgomery
28609,35.684978,-81.044672,Catawba,NC,Catawba
91933,33.016928,-116.846046,Imperial Beach,CA,San Diego
31313,31.804838,-81.523649,Hinesville,GA,Liberty
38957,33.983323,-90.389521,Sumner,MS,Tallahatchie
53016,43.31546,-88.720642,Clyman,WI,Dodge
20040,38.893311,-77.014647,Washington,DC,District Of Columbia
85621,31.46327,-110.8819,Nogales,AZ,Santa Cruz
36738,32.365963,-87.721033,Faunsdale,AL,Marengo
87002,34.651051,-106.695247,Belen,NM,Valencia
45013,39.436146,-84.618498,Hamilton,OH,Butler
61615,40.766087,-89.644982,Peoria,IL,Peoria
52075,42.164766,-90.498366,Springbrook,IA,Jackson
18956,40.262783,-75.01568,Rushland,PA,Bucks
22195,38.721912,-77.466897,Woodbridge,VA,Prince William
75166,33.013879,-96.437656,Lavon,TX,Collin
72613,36.431111,-93.699392,Beaver,AR,Carroll
40177,37.980384,-85.966061,West Point,KY,Hardin
17765,41.77197,-77.242228,Roaring Branch,PA,Tioga
85310,33.276539,-112.18717,Glendale,AZ,Maricopa
63125,38.522152,-90.302115,Saint Louis,MO,Saint Louis
97302,44.890486,-123.082192,Salem,OR,Marion
63079,38.274398,-91.085533,Stanton,MO,Franklin
3906,43.340626,-70.753996,North Berwick,ME,York
56367,45.745866,-94.124878,Rice,MN,Benton
27520,35.633257,-78.435416,Clayton,NC,Johnston
27584,36.518058,-78.400865,Townsville,NC,Vance
86336,34.756885,-111.279927,Sedona,AZ,Coconino
35752,34.807443,-85.887684,Hollywood,AL,Jackson
44704,40.799158,-81.345934,Canton,OH,Stark
67566,38.005705,-97.977327,Partridge,KS,Reno
30016,33.514565,-83.862612,Covington,GA,Newton
73701,36.402681,-97.843091,Enid,OK,Garfield
16434,41.667286,-80.097316,Spartansburg,PA,Crawford
12914,44.674942,-74.444789,Bombay,NY,Franklin
92127,33.021243,-117.120915,San Diego,CA,San Diego
72183,34.751918,-92.392487,Wrightsville,AR,Pulaski
10708,40.938448,-73.829978,Bronxville,NY,Westchester
91402,33.786594,-118.298662,Panorama City,CA,Los Angeles
90011,33.989264,-118.250056,Los Angeles,CA,Los Angeles
15265,40.434436,-80.024817,Pittsburgh,PA,Allegheny
47629,38.06242,-87.245214,Newburgh,IN,Warrick
2812,41.469148,-71.675092,Carolina,RI,Washington
19022,39.898162,-75.319632,Crum Lynne,PA,Delaware
58790,48.021268,-100.629723,Velva,ND,Mchenry
65770,37.369849,-93.343077,Walnut Grove,MO,Greene
95678,38.910488,-121.131309,Roseville,CA,Placer
62249,38.758429,-89.741694,Highland,IL,Madison
17776,41.37857,-77.331293,Waterville,PA,Lycoming
6791,41.649639,-73.176163,Harwinton,CT,Litchfield
4605,44.477935,-68.356311,Ellsworth,ME,Hancock
48060,42.984014,-82.467461,Port Huron,MI,Saint Clair
50519,42.863891,-94.295698,Bode,IA,Humboldt
38175,35.201738,-89.971538,Memphis,TN,Shelby
95298,37.889849,-121.253872,Stockton,CA,San Joaquin
85353,33.276539,-112.18717,Tolleson,AZ,Maricopa
1830,42.792639,-71.072501,Haverhill,MA,Essex
92091,32.962307,-117.046183,Rancho Santa Fe,CA,San Diego
78245,29.406883,-98.722675,San Antonio,TX,Bexar
72482,36.285559,-91.355691,Williford,AR,Sharp
81081,37.0999,-104.132767,Trinchera,CO,Las Animas
32776,28.831447,-81.505121,Sorrento,FL,Lake
12864,43.667618,-74.456913,Sabael,NY,Hamilton
72578,36.374704,-91.804608,Sturkie,AR,Fulton
75320,32.767268,-96.777626,Dallas,TX,Dallas
86020,35.630842,-112.052427,Cameron,AZ,Coconino
67640,38.852325,-99.010803,Gorham,KS,Russell
83321,42.402884,-114.784168,Castleford,ID,Twin Falls
14033,42.646441,-78.666272,Colden,NY,Erie
53167,42.748168,-88.243586,Rochester,WI,Racine
75386,32.767268,-96.777626,Dallas,TX,Dallas
40619,38.234133,-84.874809,Frankfort,KY,Franklin
29915,32.156011,-80.787899,Daufuskie Island,SC,Beaufort
25958,37.975595,-80.426874,Charmco,WV,Greenbrier
57533,43.213649,-99.36219,Gregory,SD,Gregory
72441,36.429953,-90.386431,Mc Dougal,AR,Clay
46913,40.500141,-86.507065,Bringhurst,IN,Carroll
10285,40.71533,-74.016306,New York,NY,New York
14925,42.147285,-76.750888,Elmira,NY,Chemung
14418,42.622634,-77.227187,Branchport,NY,Yates
46125,39.506641,-86.641773,Eminence,IN,Morgan
11709,40.754757,-73.601772,Bayville,NY,Nassau
67342,37.071835,-95.347225,Edna,KS,Labette
2361,41.970474,-70.701357,Plymouth,MA,Plymouth
36439,31.429472,-87.339329,Excel,AL,Monroe
62462,39.251684,-88.510776,Sigel,IL,Shelby
79041,34.064607,-101.845753,Hale Center,TX,Hale
24324,36.981684,-80.774844,Draper,VA,Pulaski
79022,36.277826,-102.602022,Dalhart,TX,Dallam
84523,39.14373,-111.118572,Ferron,UT,Emery
63764,37.306063,-89.982306,Marble Hill,MO,Bollinger
99579,58.268704,-156.648418,Egegik,AK,Lake And Peninsula
68602,41.53808,-97.541795,Columbus,NE,Platte
37387,35.273159,-85.761237,Tracy City,TN,Grundy
61546,40.366447,-89.880969,Manito,IL,Mason
12545,41.832012,-73.637175,Millbrook,NY,Dutchess
31786,31.760361,-84.614914,Shellman,GA,Randolph
30519,34.079715,-83.930765,Buford,GA,Gwinnett
56324,46.172907,-95.918542,Dalton,MN,Otter Tail
32190,29.28926,-81.503244,Seville,FL,Volusia
68059,41.066988,-96.184792,Springfield,NE,Sarpy
78754,30.365596,-97.646734,Austin,TX,Travis
28174,34.964812,-80.427656,Wingate,NC,Union
65768,36.932331,-92.499044,Vanzant,MO,Douglas
30268,33.559191,-84.710082,Palmetto,GA,Fulton
34770,27.995287,-81.259332,Saint Cloud,FL,Osceola
67345,37.383228,-96.272149,Elk Falls,KS,Elk
39072,32.311287,-90.397157,Pocahontas,MS,Hinds
98671,45.611697,-122.315559,Washougal,WA,Clark
81647,39.597433,-107.566159,New Castle,CO,Garfield
48014,43.026326,-82.929772,Capac,MI,Saint Clair
31728,30.857503,-84.22903,Cairo,GA,Grady
63026,38.529903,-90.46737,Fenton,MO,Saint Louis
53150,42.88799,-88.132708,Muskego,WI,Waukesha
82524,42.998588,-108.57191,Saint Stephens,WY,Fremont
82837,44.783153,-106.280598,Leiter,WY,Sheridan
41522,37.42367,-82.384689,Elkhorn City,KY,Pike
27972,35.554569,-75.469319,Salvo,NC,Dare
27416,36.080707,-80.0244,Greensboro,NC,Guilford
61265,41.529431,-90.528972,Moline,IL,Rock Island
40403,37.592589,-84.235247,Berea,KY,Madison
13902,42.105375,-75.8876,Binghamton,NY,Broome
93287,35.608372,-118.79575,Woody,CA,Kern
11509,40.588854,-73.72709,Atlantic Beach,NY,Nassau
55065,44.545066,-93.02496,Randolph,MN,Dakota
80463,39.82712,-106.772151,Mc Coy,CO,Eagle
85071,33.276539,-112.18717,Phoenix,AZ,Maricopa
60030,42.352423,-88.054502,Grayslake,IL,Lake
62984,37.710189,-88.183169,Shawneetown,IL,Gallatin
72427,35.863996,-90.94278,Egypt,AR,Craighead
29626,34.415763,-82.705099,Anderson,SC,Anderson
26270,38.75338,-79.814713,Harman,WV,Randolph
72074,35.179148,-91.259428,Hunter,AR,Woodruff
61750,40.098291,-88.841501,Lane,IL,Dewitt
95537,40.72533,-124.21666,Fields Landing,CA,Humboldt
26851,39.077365,-78.593865,Wardensville,WV,Hardy
64679,40.21786,-93.589114,Spickard,MO,Grundy
25264,38.824924,-81.70665,Mount Alto,WV,Jackson
38847,34.346321,-88.246027,Golden,MS,Itawamba
78537,26.211241,-98.134864,Donna,TX,Hidalgo
35650,34.492894,-87.299281,Moulton,AL,Lawrence
62565,39.458013,-88.805788,Shelbyville,IL,Shelby
77365,30.21308,-95.400036,Porter,TX,Montgomery
21043,39.254833,-76.800124,Ellicott City,MD,Howard
54857,45.609562,-91.61965,Mikana,WI,Barron
83788,43.60682,-116.282259,Boise,ID,Ada
36123,32.233377,-86.208528,Montgomery,AL,Montgomery
48841,42.983136,-84.229888,Henderson,MI,Shiawassee
2882,41.377185,-71.497793,Narragansett,RI,Washington
47905,40.392686,-86.884071,Lafayette,IN,Tippecanoe
28329,34.994005,-78.277669,Clinton,NC,Sampson
93535,33.786594,-118.298662,Lancaster,CA,Los Angeles
98275,47.912402,-122.302114,Mukilteo,WA,Snohomish
4333,44.414056,-69.751913,Augusta,ME,Kennebec
65047,38.172743,-92.557722,Kaiser,MO,Miller
78616,29.889187,-97.573078,Dale,TX,Caldwell
22960,38.219183,-78.046093,Orange,VA,Orange
26407,39.198501,-81.068913,Mountain,WV,Ritchie
26601,38.654141,-80.67597,Sutton,WV,Braxton
28226,35.108637,-80.82747,Charlotte,NC,Mecklenburg
18221,41.001634,-75.905693,Drifton,PA,Luzerne
98621,46.355461,-123.597874,Grays River,WA,Wahkiakum
28357,34.778165,-79.163606,Lumber Bridge,NC,Robeson
64439,39.487839,-94.763263,Dearborn,MO,Platte
71768,33.198024,-92.52891,Urbana,AR,Union
19317,39.865567,-75.557698,Chadds Ford,PA,Delaware
46515,41.641449,-85.938348,Elkhart,IN,Elkhart
23304,36.989766,-76.572291,Battery Park,VA,Isle Of Wight
15520,40.113021,-79.070218,Acosta,PA,Somerset
8361,39.465465,-74.965279,Vineland,NJ,Cumberland
37172,36.51351,-86.888624,Springfield,TN,Robertson
63144,38.618152,-90.348865,Saint Louis,MO,Saint Louis
26634,38.913649,-80.831256,Perkins,WV,Gilmer
26142,39.216011,-81.48079,Davisville,WV,Wood
88339,32.989936,-105.598225,Mayhill,NM,Otero
98177,47.432251,-121.803388,Seattle,WA,King
30144,34.03384,-84.597433,Kennesaw,GA,Cobb
8734,39.863489,-74.168217,Lanoka Harbor,NJ,Ocean
61047,42.147816,-89.278387,Leaf River,IL,Ogle
96718,19.593456,-155.438015,Hawaii National Park,HI,Hawaii
53556,43.241475,-90.265197,Lone Rock,WI,Richland
81236,38.747896,-106.251196,Nathrop,CO,Chaffee
38253,36.310755,-89.073128,Rives,TN,Obion
76939,31.250101,-100.592015,Knickerbocker,TX,Tom Green
48661,44.33095,-84.202733,West Branch,MI,Ogemaw
23960,37.238139,-78.461789,Prospect,VA,Prince Edward
95671,38.377411,-121.444429,Represa,CA,Sacramento
73068,35.152314,-97.276226,Noble,OK,Cleveland
50057,41.196557,-93.159664,Columbia,IA,Marion
40404,37.716443,-84.299699,Berea,KY,Madison
62983,37.910274,-89.100865,Royalton,IL,Franklin
5672,44.535179,-72.660043,Stowe,VT,Lamoille
47392,39.911895,-84.935057,Webster,IN,Wayne
70822,30.51589,-91.080373,Baton Rouge,LA,East Baton Rouge
86053,36.910554,-111.451826,Kaibito,AZ,Coconino
24245,36.828738,-82.471457,Dungannon,VA,Scott
95641,38.18394,-121.60164,Isleton,CA,Sacramento
84630,39.21521,-111.879009,Fayette,UT,Sanpete
70505,30.202251,-92.01877,Lafayette,LA,Lafayette
72626,36.308162,-92.542469,Cotter,AR,Baxter
12945,44.552725,-74.317958,Lake Clear,NY,Franklin
41071,39.056261,-84.478742,Newport,KY,Campbell
36112,32.374287,-86.345719,Montgomery,AL,Montgomery
20753,38.833563,-76.877743,District Heights,MD,Prince Georges
82244,42.088115,-104.354049,Yoder,WY,Goshen
12197,42.606993,-74.732401,Worcester,NY,Otsego
20301,38.889357,-77.031113,Washington,DC,District Of Columbia
31521,31.241505,-81.532489,Brunswick,GA,Glynn
45344,39.959249,-83.986855,New Carlisle,OH,Clark
60406,41.811929,-87.68732,Blue Island,IL,Cook
45874,40.821778,-84.658335,Ohio City,OH,Van Wert
20024,38.876494,-77.022948,Washington,DC,District Of Columbia
58792,47.98605,-100.798821,Voltaire,ND,Mchenry
44675,40.49571,-81.216271,Sherrodsville,OH,Carroll
43332,40.596476,-83.344599,La Rue,OH,Marion
57776,45.578941,-103.493668,Redig,SD,Harding
44610,40.547385,-81.876602,Berlin,OH,Holmes
77206,29.83399,-95.434241,Houston,TX,Harris
13137,43.157653,-76.44698,Plainville,NY,Onondaga
79185,35.401475,-101.895089,Amarillo,TX,Potter
98375,47.098845,-122.36393,Puyallup,WA,Pierce
78220,29.414183,-98.391741,San Antonio,TX,Bexar
55972,43.960809,-91.922346,Saint Charles,MN,Winona
14623,43.082184,-77.649074,Rochester,NY,Monroe
7543,41.011428,-74.304793,Paterson,NJ,Passaic
29321,34.720999,-81.733884,Buffalo,SC,Union
79007,35.728104,-101.487464,Borger,TX,Hutchinson
54471,44.929692,-89.364964,Ringle,WI,Marathon
45613,39.040682,-82.887103,Beaver,OH,Pike
92273,32.79413,-115.694768,Seeley,CA,Imperial
21701,39.512748,-77.369299,Frederick,MD,Frederick
37773,36.466398,-83.678621,Lone Mountain,TN,Claiborne
15034,40.315793,-79.892171,Dravosburg,PA,Allegheny
55403,44.972615,-93.287275,Minneapolis,MN,Hennepin
22303,38.791231,-77.08135,Alexandria,VA,Fairfax
51347,43.399671,-95.284164,Lake Park,IA,Dickinson
61044,42.282256,-89.891281,Kent,IL,Stephenson
42440,37.249018,-87.461536,Mortons Gap,KY,Hopkins
12915,44.552725,-74.317958,Brainardsville,NY,Franklin
30094,33.611119,-84.068288,Conyers,GA,Rockdale
54721,44.602774,-92.062219,Arkansaw,WI,Pepin
23128,37.410286,-76.294103,North,VA,Mathews
15952,40.298574,-78.781592,Salix,PA,Cambria
75380,32.767268,-96.777626,Dallas,TX,Dallas
87753,36.008302,-105.023886,Watrous,NM,Mora
1107,42.126237,-72.586733,Springfield,MA,Hampden
83014,43.482361,-110.839782,Wilson,WY,Teton
52577,41.283366,-92.662675,Oskaloosa,IA,Mahaska
39750,33.599618,-89.262792,Maben,MS,Webster
88026,32.793596,-108.075231,Santa Clara,NM,Grant
11248,40.645099,-73.945032,Brooklyn,NY,Kings
33620,28.059994,-82.407887,Tampa,FL,Hillsborough
94239,38.377411,-121.444429,Sacramento,CA,Sacramento
15953,40.206435,-78.900533,Seanor,PA,Somerset
52310,42.139945,-91.158852,Monticello,IA,Jones
75037,32.767268,-96.777626,Irving,TX,Dallas
72022,34.612417,-92.493519,Bryant,AR,Saline
76705,31.640315,-97.096306,Waco,TX,Mclennan
47308,40.227938,-85.396685,Muncie,IN,Delaware
45784,39.367877,-81.665232,Vincent,OH,Washington
95071,37.189396,-121.705327,Saratoga,CA,Santa Clara
26059,40.081064,-80.59733,Triadelphia,WV,Ohio
95824,38.517256,-121.440764,Sacramento,CA,Sacramento
15696,40.279337,-79.366066,Youngstown,PA,Westmoreland
39320,32.52258,-88.745613,Bailey,MS,Lauderdale
13679,44.327083,-75.80354,Redwood,NY,Jefferson
19477,40.185934,-75.232407,Spring House,PA,Montgomery
91977,32.718352,-117.000109,Spring Valley,CA,San Diego
46298,39.779492,-86.132837,Indianapolis,IN,Marion
5453,44.442117,-73.082525,Essex Junction,VT,Chittenden
54016,44.971853,-92.481156,Hudson,WI,Saint Croix
17723,41.33275,-77.023601,Jersey Shore,PA,Lycoming
89310,40.046976,-117.19669,Austin,NV,Lander
12222,42.692909,-73.838035,Albany,NY,Albany
37721,36.029286,-83.817508,Corryton,TN,Knox
62932,37.894281,-89.217138,Elkville,IL,Jackson
61435,40.986267,-90.549089,Gerlaw,IL,Warren
99507,61.151903,-149.776157,Anchorage,AK,Anchorage
21652,38.795102,-76.152762,Neavitt,MD,Talbot
98033,47.673263,-122.187029,Kirkland,WA,King
73853,36.490567,-99.280828,Mutual,OK,Woodward
72063,35.318809,-92.67533,Hattieville,AR,Conway
2104,42.338947,-70.919635,Boston,MA,Suffolk
85540,33.054062,-109.326923,Morenci,AZ,Greenlee
55311,45.124263,-93.499583,Osseo,MN,Hennepin
50535,42.458243,-95.16624,Early,IA,Sac
14136,42.520038,-79.207843,Silver Creek,NY,Chautauqua
65459,37.928603,-92.107438,Dixon,MO,Pulaski
82649,43.191539,-108.009659,Shoshoni,WY,Fremont
90601,34.004311,-118.0441,Whittier,CA,Los Angeles
40282,38.188962,-85.676819,Louisville,KY,Jefferson
43009,40.161025,-83.648461,Cable,OH,Champaign
43306,40.56941,-83.139341,Marion,OH,Marion
19525,40.309952,-75.584885,Gilbertsville,PA,Montgomery
66968,39.781107,-97.054286,Washington,KS,Washington
32260,29.937673,-81.420603,Jacksonville,FL,Saint Johns
47861,39.057641,-87.566595,Merom,IN,Sullivan
66777,37.814423,-95.88888,Toronto,KS,Woodson
36551,30.513519,-87.667604,Loxley,AL,Baldwin
35297,33.544622,-86.929208,Birmingham,AL,Jefferson
46680,41.596769,-86.292991,South Bend,IN,St Joseph
20427,38.893311,-77.014647,Washington,DC,District Of Columbia
49631,43.958084,-85.302063,Evart,MI,Osceola
55597,45.015914,-93.47188,Loretto,MN,Hennepin
72660,36.466366,-93.370349,Oak Grove,AR,Carroll
19196,40.001811,-75.11787,Philadelphia,PA,Philadelphia
78234,29.437532,-98.461582,San Antonio,TX,Bexar
11042,40.754757,-73.601772,New Hyde Park,NY,Nassau
28699,35.831037,-81.00762,Scotts,NC,Iredell
86320,34.970209,-112.263974,Ash Fork,AZ,Yavapai
3766,43.637148,-72.23546,Lebanon,NH,Grafton
78350,28.421814,-98.071902,Dinero,TX,Live Oak
33549,28.060825,-82.391666,Lutz,FL,Hillsborough
99522,61.108864,-149.440311,Anchorage,AK,Anchorage
40422,37.636006,-84.849682,Danville,KY,Boyle
38024,36.036069,-89.438461,Dyersburg,TN,Dyer
36304,31.156018,-85.355931,Dothan,AL,Houston
59802,46.989689,-113.954788,Missoula,MT,Missoula
51401,42.042547,-94.8338,Carroll,IA,Carroll
22974,37.95591,-78.276599,Troy,VA,Fluvanna
32763,28.939904,-81.301856,Orange City,FL,Volusia
72847,35.368118,-93.244365,London,AR,Pope
56736,47.681728,-96.154311,Mentor,MN,Polk
81064,37.272262,-102.914489,Pritchett,CO,Baca
79705,32.046146,-102.073493,Midland,TX,Midland
65433,37.309426,-92.214372,Bendavis,MO,Texas
97068,45.343615,-122.664926,West Linn,OR,Clackamas
30273,33.577049,-84.272559,Rex,GA,Clayton
71921,34.232509,-93.313673,Amity,AR,Clark
59904,48.240382,-114.256123,Kalispell,MT,Flathead
38361,35.300156,-88.274636,Morris Chapel,TN,Hardin
15044,40.434436,-80.024817,Gibsonia,PA,Allegheny
43961,40.518479,-80.628515,Stratton,OH,Jefferson
15620,40.323845,-79.343421,Bradenville,PA,Westmoreland
96141,39.122962,-120.178327,Homewood,CA,Placer
11805,40.922326,-72.637078,Mid Island,NY,Suffolk
24448,37.796454,-79.785987,Iron Gate,VA,Alleghany
68875,41.467579,-98.703727,Scotia,NE,Greeley
32958,27.799123,-80.483098,Sebastian,FL,Indian River
28684,36.340991,-81.579496,Todd,NC,Ashe
83464,44.968059,-113.816735,Leadore,ID,Lemhi
99158,47.079658,-117.41146,Oakesdale,WA,Whitman
24350,36.915513,-81.059955,Ivanhoe,VA,Wythe
39194,32.815898,-90.475849,Yazoo City,MS,Yazoo
20866,39.105644,-76.935861,Burtonsville,MD,Montgomery
87511,36.064687,-106.077688,Alcalde,NM,Rio Arriba
47354,40.048148,-85.17051,Losantville,IN,Randolph
14722,42.187468,-79.450523,Chautauqua,NY,Chautauqua
57029,43.321384,-97.547869,Freeman,SD,Hutchinson
21606,38.758525,-76.180166,Easton,MD,Talbot
77982,28.443245,-96.422834,Port O Connor,TX,Calhoun
49245,42.144355,-84.848182,Homer,MI,Calhoun
60647,41.811929,-87.68732,Chicago,IL,Cook
51301,43.13291,-95.177909,Spencer,IA,Clay
13221,43.02143,-76.197701,Syracuse,NY,Onondaga
8896,40.566553,-74.599801,Raritan,NJ,Somerset
74949,34.943627,-94.745782,Muse,OK,Le Flore
68198,41.291736,-96.171104,Omaha,NE,Douglas
55355,45.122737,-94.529861,Litchfield,MN,Meeker
51022,42.974677,-96.086114,Granville,IA,Sioux
64440,39.628826,-94.807989,De Kalb,MO,Buchanan
98622,45.801586,-122.520347,Heisson,WA,Clark
