year,state,state_po,candidate,party,writein,candidatevotes
1988,CALIFORNIA,CA,"FULANI, LENORA",INDEPENDENT,False,59000
1988,CALIFORNIA,CA,,,True,812
1988,COLORADO,CO,"BUSH, GEORGE H.W.",REPUBLICAN,False,728178
1988,COLORADO,CO,"DUKAKIS, MICHAEL",DEMOCRAT,False,621454
1988,COLORADO,CO,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,15483
1988,COLORADO,CO,"DODGE, EARL",PROHIBITION,False,4605
1988,COLORADO,CO,"FULANI, LENORA",NEW ALLIANCE,False,2540
1988,COLORADO,CO,,,True,140
1988,CONNECTICUT,CT,"BUSH, GEORGE H.W.",REPUBLICAN,False,750242
1988,CONNECTICUT,CT,"DUKAKIS, MICHAEL",DEMOCRAT,False,676585
1988,CONNECTICUT,CT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,14072
1988,CONNECTICUT,CT,"FULANI, LENORA",NEW ALLIANCE,False,2492
1988,CONNECTICUT,CT,,,True,8
1988,DELAWARE,DE,"BUSH, GEORGE H.W.",REPUBLICAN,False,139640
1988,DELAWARE,DE,"DUKAKIS, MICHAEL",DEMOCRAT,False,108648
1988,DELAWARE,DE,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,1163
1988,DELAWARE,DE,"FULANI, LENORA",NEW ALLIANCE,False,444
1988,DISTRICT OF COLUMBIA,DC,"DUKAKIS, MICHAEL",DEMOCRAT,False,159408
1988,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE H.W.",REPUBLICAN,False,27591
1988,DISTRICT OF COLUMBIA,DC,,INDEPENDENT,False,3065
1988,DISTRICT OF COLUMBIA,DC,,,True,1554
1988,DISTRICT OF COLUMBIA,DC,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,555
1988,DISTRICT OF COLUMBIA,DC,,THIRD WORLD ASSEMBLY,False,237
1988,DISTRICT OF COLUMBIA,DC,"WINN, EDWARD",WORKERS LEAGUE,False,209
1988,DISTRICT OF COLUMBIA,DC,"KENOYER, WILLA",SOCIALIST,False,143
1988,DISTRICT OF COLUMBIA,DC,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,124
1988,FLORIDA,FL,"BUSH, GEORGE H.W.",REPUBLICAN,False,2618886
1988,FLORIDA,FL,"DUKAKIS, MICHAEL",DEMOCRAT,False,1656702
1988,FLORIDA,FL,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,19797
1988,FLORIDA,FL,"FULANI, LENORA",NEW ALLIANCE,False,6656
1988,FLORIDA,FL,,,True,277
1988,GEORGIA,GA,"BUSH, GEORGE H.W.",REPUBLICAN,False,1081332
1988,GEORGIA,GA,"DUKAKIS, MICHAEL",DEMOCRAT,False,714793
1988,GEORGIA,GA,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,8436
1988,GEORGIA,GA,"FULANI, LENORA",NEW ALLIANCE,False,5100
1988,GEORGIA,GA,,,True,16
1988,HAWAII,HI,"DUKAKIS, MICHAEL",DEMOCRAT,False,192365
1988,HAWAII,HI,"BUSH, GEORGE H.W.",REPUBLICAN,False,158626
1988,HAWAII,HI,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2000
1988,HAWAII,HI,"FULANI, LENORA",NO PARTY AFFILIATION,False,1004
1988,HAWAII,HI,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,471
1988,IDAHO,ID,"BUSH, GEORGE H.W.",REPUBLICAN,False,253882
1988,IDAHO,ID,"DUKAKIS, MICHAEL",DEMOCRAT,False,147273
1988,IDAHO,ID,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,5314
1988,IDAHO,ID,"FULANI, LENORA",INDEPENDENT,False,2503
1988,ILLINOIS,IL,"BUSH, GEORGE H.W.",REPUBLICAN,False,2310940
1988,ILLINOIS,IL,"DUKAKIS, MICHAEL",DEMOCRAT,False,2215941
1988,ILLINOIS,IL,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,14945
1988,ILLINOIS,IL,"FULANI, LENORA",SOLIDARITY,False,10277
1988,ILLINOIS,IL,"WINN, EDWARD",INDEPENDENT,False,7022
1988,INDIANA,IN,"BUSH, GEORGE H.W.",REPUBLICAN,False,1297764
1988,INDIANA,IN,"DUKAKIS, MICHAEL",DEMOCRAT,False,860644
1988,INDIANA,IN,"FULANI, LENORA",NEW ALLIANCE,False,10216
1988,IOWA,IA,"DUKAKIS, MICHAEL",DEMOCRAT,False,670558
1988,IOWA,IA,"BUSH, GEORGE H.W.",REPUBLICAN,False,545356
1988,IOWA,IA,"LAROUCHE, LYNDON, JR.",NOMINATED BY PETITION,False,3527
1988,IOWA,IA,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2495
1988,IOWA,IA,SCATTERING,,False,1614
1988,IOWA,IA,"DUKE, DAVID",PATRIOTIC PARTY,False,756
1988,IOWA,IA,"FULANI, LENORA",NEW ALLIANCE,False,541
1988,IOWA,IA,"KENOYER, WILLA",SOCIALIST,False,335
1988,IOWA,IA,"WINN, EDWARD",WORKERS LEAGUE,False,236
1988,IOWA,IA,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,206
1988,KANSAS,KS,"BUSH, GEORGE H.W.",REPUBLICAN,False,554050
1988,KANSAS,KS,"DUKAKIS, MICHAEL",DEMOCRAT,False,422637
1988,KANSAS,KS,,INDEPENDENT,False,16360
1988,KENTUCKY,KY,"BUSH, GEORGE H.W.",REPUBLICAN,False,734282
1988,KENTUCKY,KY,"DUKAKIS, MICHAEL",DEMOCRAT,False,580369
1988,KENTUCKY,KY,"DUKE, DAVID",POPULIST,False,4495
1988,KENTUCKY,KY,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2119
1988,KENTUCKY,KY,"FULANI, LENORA",NEW ALLIANCE,False,1257
1988,LOUISIANA,LA,"BUSH, GEORGE H.W.",REPUBLICAN,False,883703
1988,LOUISIANA,LA,"DUKAKIS, MICHAEL",DEMOCRAT,False,717461
1988,LOUISIANA,LA,"DUKE, DAVID",POPULIST,False,18613
1988,LOUISIANA,LA,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,4116
1988,LOUISIANA,LA,"FULANI, LENORA",NEW ALLIANCE,False,2356
1988,LOUISIANA,LA,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,1959
1988,MAINE,ME,"BUSH, GEORGE H.W.",REPUBLICAN,False,307132
1988,MAINE,ME,"DUKAKIS, MICHAEL",DEMOCRAT,False,243570
1988,MAINE,ME,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2701
1988,MAINE,ME,"FULANI, LENORA",NEW ALLIANCE,False,1406
1988,MAINE,ME,,OTHER,False,231
1988,MARYLAND,MD,"BUSH, GEORGE H.W.",REPUBLICAN,False,876168
1988,MARYLAND,MD,"DUKAKIS, MICHAEL",DEMOCRAT,False,826305
1988,MARYLAND,MD,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,6749
1988,MARYLAND,MD,"FULANI, LENORA",NEW ALLIANCE,False,5116
1988,MARYLAND,MD,,,True,25
1988,MASSACHUSETTS,MA,"DUKAKIS, MICHAEL",DEMOCRAT,False,1401416
1988,MASSACHUSETTS,MA,"BUSH, GEORGE H.W.",REPUBLICAN,False,1194636
1988,MASSACHUSETTS,MA,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,24252
1988,MASSACHUSETTS,MA,"FULANI, LENORA",NEW ALLIANCE,False,9562
1988,MASSACHUSETTS,MA,,OTHER,False,2940
1988,MICHIGAN,MI,"BUSH, GEORGE H.W.",REPUBLICAN,False,1965487
1988,MICHIGAN,MI,"DUKAKIS, MICHAEL",DEMOCRAT,False,1675784
1988,MICHIGAN,MI,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,18337
1988,MICHIGAN,MI,,OTHER,False,7601
1988,MICHIGAN,MI,"WINN, EDWARD",WORKERS LEAGUE,False,1959
1988,MINNESOTA,MN,"DUKAKIS, MICHAEL",DEMOCRAT,False,1109472
1988,MINNESOTA,MN,"BUSH, GEORGE H.W.",REPUBLICAN,False,962338
1988,MINNESOTA,MN,"MCCARTHY, EUGENE """"GENE""""",PROGRESSIVE,False,5404
1988,MINNESOTA,MN,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,5110
1988,MINNESOTA,MN,,,True,3615
1988,MINNESOTA,MN,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,2156
1988,MINNESOTA,MN,"HERER, JACK",GRASSROOTS,False,1950
1988,MINNESOTA,MN,"FULANI, LENORA",NEW ALLIANCE,False,1735
1988,MINNESOTA,MN,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,1703
1988,MINNESOTA,MN,"DUKE, DAVID",POPULIST,False,1530
1988,MINNESOTA,MN,"DENNIS, DELMAR",AMERICAN,False,1299
1988,MINNESOTA,MN,"WINN, EDWARD",WORKERS LEAGUE,False,490
1988,MISSISSIPPI,MS,"BUSH, GEORGE H.W.",REPUBLICAN,False,557891
1988,MISSISSIPPI,MS,"DUKAKIS, MICHAEL",DEMOCRAT,False,363922
1988,MISSISSIPPI,MS,,INDEPENDENT,False,6388
1988,MISSISSIPPI,MS,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,3330
1988,MISSOURI,MO,"BUSH, GEORGE H.W.",REPUBLICAN,False,1084954
1988,MISSOURI,MO,"DUKAKIS, MICHAEL",DEMOCRAT,False,1001620
1988,MISSOURI,MO,"FULANI, LENORA",NEW ALLIANCE,False,6657
1988,MONTANA,MT,"BUSH, GEORGE H.W.",REPUBLICAN,False,190413
1988,MONTANA,MT,"DUKAKIS, MICHAEL",DEMOCRAT,False,168937
1988,MONTANA,MT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,5048
1988,MONTANA,MT,"FULANI, LENORA",NEW ALLIANCE,False,1280
1988,NEBRASKA,NE,"BUSH, GEORGE H.W.",REPUBLICAN,False,397957
1988,NEBRASKA,NE,"DUKAKIS, MICHAEL",DEMOCRAT,False,259236
1988,NEBRASKA,NE,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2535
1988,NEBRASKA,NE,"FULANI, LENORA",NEW ALLIANCE,False,1741
1988,NEVADA,NV,"BUSH, GEORGE H.W.",REPUBLICAN,False,206041
1988,NEVADA,NV,"DUKAKIS, MICHAEL",DEMOCRAT,False,132739
1988,NEVADA,NV,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,3521
1988,NEVADA,NV,"FULANI, LENORA",NEW ALLIANCE,False,836
1988,NEW HAMPSHIRE,NH,"BUSH, GEORGE H.W.",REPUBLICAN,False,281538
1988,NEW HAMPSHIRE,NH,"DUKAKIS, MICHAEL",DEMOCRAT,False,163697
1988,NEW HAMPSHIRE,NH,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,4503
1988,NEW HAMPSHIRE,NH,"FULANI, LENORA",NEW ALLIANCE,False,791
1988,NEW JERSEY,NJ,"BUSH, GEORGE H.W.",REPUBLICAN,False,1743193
1988,NEW JERSEY,NJ,"DUKAKIS, MICHAEL",DEMOCRAT,False,1320353
1988,NEW JERSEY,NJ,"HERBERG G., LEWIN",PEACE & FREEDOM,False,9954
1988,NEW JERSEY,NJ,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,8422
1988,NEW JERSEY,NJ,"FULANI, LENORA",NEW ALLIANCE,False,5140
1988,NEW JERSEY,NJ,"MCCARTHY, EUGENE """"GENE""""",CONSUMER,False,3455
1988,NEW JERSEY,NJ,"KENOYER, WILLA",SOCIALIST,False,2588
1988,NEW JERSEY,NJ,"DUKE, DAVID",POPULIST,False,2447
1988,NEW JERSEY,NJ,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,2299
1988,NEW JERSEY,NJ,"HOLMES, LARRY",WORKERS WORLD,False,1021
1988,NEW JERSEY,NJ,"WINN, EDWARD",WORKERS LEAGUE,False,692
1988,NEW MEXICO,NM,"BUSH, GEORGE H.W.",REPUBLICAN,False,270342
1988,NEW MEXICO,NM,"DUKAKIS, MICHAEL",DEMOCRAT,False,244498
1988,NEW MEXICO,NM,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,3369
1988,NEW MEXICO,NM,"FULANI, LENORA",NEW ALLIANCE,False,2238
1988,NEW MEXICO,NM,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,345
1988,NEW MEXICO,NM,"HOLMES, LARRY",WORKERS WORLD,False,259
1988,NEW MEXICO,NM,"DODGE, EARL",PROHIBITION,False,250
1988,NEW MEXICO,NM,,WRITE-IN,True,94
1988,NEW YORK,NY,"DUKAKIS, MICHAEL",DEMOCRAT,False,3255488
1988,NEW YORK,NY,"BUSH, GEORGE H.W.",REPUBLICAN,False,2838415
1988,NEW YORK,NY,"BUSH, GEORGE H.W.",CONSERVATIVE,False,243458
1988,NEW YORK,NY,"DUKAKIS, MICHAEL",LIBERAL PARTY,False,92396
1988,NEW YORK,NY,"MARRA, WILLIAM A.",RIGHT-TO-LIFE,False,20498
1988,NEW YORK,NY,"FULANI, LENORA",NEW ALLIANCE,False,15846
1988,NEW YORK,NY,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,12110
1988,NEW YORK,NY,"HOLMES, LARRY",WORKERS WORLD,False,4180
1988,NEW YORK,NY,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,3288
1988,NEW YORK,NY,,OTHER,False,14
1988,NORTH CAROLINA,NC,"BUSH, GEORGE H.W.",REPUBLICAN,False,1237259
1988,NORTH CAROLINA,NC,"DUKAKIS, MICHAEL",DEMOCRAT,False,890168
1988,NORTH CAROLINA,NC,"FULANI, LENORA",NEW ALLIANCE,False,5683
1988,NORTH CAROLINA,NC,"PAUL, RONALD """"RON""""",,True,1264
1988,NORTH DAKOTA,ND,"BUSH, GEORGE H.W.",REPUBLICAN,False,166560
1988,NORTH DAKOTA,ND,"DUKAKIS, MICHAEL",DEMOCRAT,False,127740
1988,NORTH DAKOTA,ND,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,1316
1988,NORTH DAKOTA,ND,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,906
1988,NORTH DAKOTA,ND,"FULANI, LENORA",NEW ALLIANCE,False,397
1988,NORTH DAKOTA,ND,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,348
1988,OHIO,OH,"BUSH, GEORGE H.W.",REPUBLICAN,False,2416550
1988,OHIO,OH,"DUKAKIS, MICHAEL",DEMOCRAT,False,1939630
1988,OHIO,OH,"FULANI, LENORA",NEW ALLIANCE,False,12018
1988,OHIO,OH,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,11927
1988,OHIO,OH,,INDEPENDENT,False,7714
1988,OHIO,OH,"WINN, EDWARD",WORKERS LEAGUE,False,5402
1988,OHIO,OH,,,True,351
1988,OKLAHOMA,OK,"BUSH, GEORGE H.W.",REPUBLICAN,False,678368
1988,OKLAHOMA,OK,"DUKAKIS, MICHAEL",DEMOCRAT,False,483424
1988,OKLAHOMA,OK,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,6262
1988,OKLAHOMA,OK,"FULANI, LENORA",NEW ALLIANCE,False,2986
1988,OREGON,OR,"DUKAKIS, MICHAEL",DEMOCRAT,False,616207
1988,OREGON,OR,"BUSH, GEORGE H.W.",REPUBLICAN,False,560127
1988,OREGON,OR,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,14812
1988,OREGON,OR,"FULANI, LENORA",INDEPENDENT,False,6488
1988,OREGON,OR,,OTHER,False,4065
1988,PENNSYLVANIA,PA,"BUSH, GEORGE H.W.",REPUBLICAN,False,2300088
1988,PENNSYLVANIA,PA,"DUKAKIS, MICHAEL",DEMOCRAT,False,2194945
1988,PENNSYLVANIA,PA,"MCCARTHY, EUGENE """"GENE""""",CONSUMER,False,19159
1988,PENNSYLVANIA,PA,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,12052
1988,PENNSYLVANIA,PA,"FULANI, LENORA",NEW ALLIANCE,False,4380
1988,PENNSYLVANIA,PA,"DUKE, DAVID",POPULIST,False,3445
1988,PENNSYLVANIA,PA,"WINN, EDWARD",WORKERS LEAGUE,False,2189
1988,RHODE ISLAND,RI,"DUKAKIS, MICHAEL",DEMOCRAT,False,225124
1988,RHODE ISLAND,RI,"BUSH, GEORGE H.W.",REPUBLICAN,False,177762
1988,RHODE ISLAND,RI,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,826
1988,RHODE ISLAND,RI,"FULANI, LENORA",NEW ALLIANCE,False,281
1988,RHODE ISLAND,RI,"HERBERG G., LEWIN",PEACE & FREEDOM,False,196
1988,RHODE ISLAND,RI,"DUKE, DAVID",POPULIST,False,160
1988,RHODE ISLAND,RI,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,131
1988,RHODE ISLAND,RI,"KENOYER, WILLA",SOCIALIST,False,97
1988,RHODE ISLAND,RI,,,True,54
1988,SOUTH CAROLINA,SC,"BUSH, GEORGE H.W.",REPUBLICAN,False,606444
1988,SOUTH CAROLINA,SC,"DUKAKIS, MICHAEL",DEMOCRAT,False,370555
1988,SOUTH CAROLINA,SC,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,4936
1988,SOUTH CAROLINA,SC,"FULANI, LENORA",UNITED CITIZENS,False,4078
1988,SOUTH DAKOTA,SD,"BUSH, GEORGE H.W.",REPUBLICAN,False,165416
1988,SOUTH DAKOTA,SD,"DUKAKIS, MICHAEL",DEMOCRAT,False,145561
1988,SOUTH DAKOTA,SD,,INDEPENDENT,False,2017
1988,TENNESSEE,TN,"BUSH, GEORGE H.W.",REPUBLICAN,False,947234
1988,TENNESSEE,TN,"DUKAKIS, MICHAEL",DEMOCRAT,False,679795
1988,TENNESSEE,TN,,INDEPENDENT,False,8939
1988,TENNESSEE,TN,,,True,286
1988,TEXAS,TX,"BUSH, GEORGE H.W.",REPUBLICAN,False,3036830
1988,TEXAS,TX,"DUKAKIS, MICHAEL",DEMOCRAT,False,2352749
1988,TEXAS,TX,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,30356
1988,TEXAS,TX,"FULANI, LENORA",NEW ALLIANCE,False,7209
1988,TEXAS,TX,,,True,271
1988,UTAH,UT,"BUSH, GEORGE H.W.",REPUBLICAN,False,428443
1988,UTAH,UT,"DUKAKIS, MICHAEL",DEMOCRAT,False,207344
1988,UTAH,UT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,7474
1988,UTAH,UT,"DENNIS, DELMAR",AMERICAN,False,2159
1988,UTAH,UT,"FULANI, LENORA",NEW ALLIANCE,False,456
1988,UTAH,UT,"LAROUCHE, LYNDON, JR.",NATIONAL ECONOMIC RECOVERY,False,428
1988,UTAH,UT,"YOUNGKEIT, LOUIE G.",INDEPENDENT,False,373
1988,UTAH,UT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,210
1988,UTAH,UT,"KENOYER, WILLA",SOCIALIST,False,130
1988,VERMONT,VT,"BUSH, GEORGE H.W.",REPUBLICAN,False,124332
1988,VERMONT,VT,"DUKAKIS, MICHAEL",DEMOCRAT,False,115776
1988,VERMONT,VT,SCATTERING,,False,1135
1988,VERMONT,VT,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,1001
1988,VERMONT,VT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,False,276
1988,VERMONT,VT,"FULANI, LENORA",NEW ALLIANCE,False,206
1988,VERMONT,VT,"DUKE, DAVID",POPULIST,False,190
1988,VERMONT,VT,"HERBERG G., LEWIN",PEACE & FREEDOM,False,165
1988,VERMONT,VT,"KENOYER, WILLA",LIBERTY UNION PARTY,False,143
1988,VERMONT,VT,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,114
1988,VIRGINIA,VA,"BUSH, GEORGE H.W.",REPUBLICAN,False,1309163
1988,VIRGINIA,VA,"DUKAKIS, MICHAEL",DEMOCRAT,False,859800
1988,VIRGINIA,VA,"FULANI, LENORA",INDEPENDENT,False,14313
1988,VIRGINIA,VA,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,8337
1988,WASHINGTON,WA,"DUKAKIS, MICHAEL",DEMOCRAT,False,933517
1988,WASHINGTON,WA,"BUSH, GEORGE H.W.",REPUBLICAN,False,903836
1988,WASHINGTON,WA,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,17241
1988,WASHINGTON,WA,"LAROUCHE, LYNDON, JR.",INDEPENDENT,False,4413
1988,WASHINGTON,WA,"FULANI, LENORA",NEW ALLIANCE,False,3521
1988,WASHINGTON,WA,"HOLMES, LARRY",WORKERS WORLD,False,1441
1988,WASHINGTON,WA,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,False,1291
1988,WEST VIRGINIA,WV,"DUKAKIS, MICHAEL",DEMOCRAT,False,341017
1988,WEST VIRGINIA,WV,"BUSH, GEORGE H.W.",REPUBLICAN,False,310066
1988,WEST VIRGINIA,WV,"FULANI, LENORA",NEW ALLIANCE,False,2231
1988,WISCONSIN,WI,"DUKAKIS, MICHAEL",DEMOCRAT,False,1126795
1988,WISCONSIN,WI,"BUSH, GEORGE H.W.",REPUBLICAN,False,1047500
1988,WISCONSIN,WI,,INDEPENDENT,False,15043
1988,WISCONSIN,WI,SCATTERING,,False,2274
1988,WYOMING,WY,"BUSH, GEORGE H.W.",REPUBLICAN,False,106868
1988,WYOMING,WY,"DUKAKIS, MICHAEL",DEMOCRAT,False,67114
1988,WYOMING,WY,"PAUL, RONALD """"RON""""",LIBERTARIAN,False,2027
1988,WYOMING,WY,"FULANI, LENORA",NEW ALLIANCE,False,546
1992,ALABAMA,AL,"BUSH, GEORGE H.W.",REPUBLICAN,False,804284
1992,ALABAMA,AL,"CLINTON, BILL",DEMOCRAT,False,690081
1992,ALABAMA,AL,"PEROT, ROSS",INDEPENDENT,False,183110
1992,ALABAMA,AL,"MARROU, ANDRE",LIBERTARIAN,False,5738
1992,ALABAMA,AL,OTHER,INDEPENDENT,False,4129
1992,ALABAMA,AL,,,True,724
1992,ALASKA,AK,"BUSH, GEORGE H.W.",REPUBLICAN,False,102001
1992,ALASKA,AK,"CLINTON, BILL",DEMOCRAT,False,78295
1992,ALASKA,AK,"PEROT, ROSS",INDEPENDENT,False,73482
1992,ALASKA,AK,"GRITZ, JAMES """"BO""""",AMERICA FIRST,False,1380
1992,ALASKA,AK,"MARROU, ANDRE",LIBERTARIAN,False,1379
1992,ALASKA,AK,"LAROUCHE, LYNDON, JR.",INDEPENDENTS FOR ECONOMIC RECOVERY,False,470
1992,ALASKA,AK,"HAGELIN, JOHN",NATURAL LAW,False,434
1992,ALASKA,AK,"PHILLIPS, HOWARD",TAXPAYERS PARTY,False,378
1992,ALASKA,AK,,,True,366
1992,ALASKA,AK,"FULANI, LENORA",NEW ALLIANCE,False,331
1992,ARIZONA,AZ,"BUSH, GEORGE H.W.",REPUBLICAN,False,572087
1992,ARIZONA,AZ,"CLINTON, BILL",DEMOCRAT,False,543051
1992,ARIZONA,AZ,"PEROT, ROSS",INDEPENDENT,False,353742
1992,ARIZONA,AZ,"GRITZ, JAMES """"BO""""",INDEPENDENT,False,8142
1992,ARIZONA,AZ,"MARROU, ANDRE",LIBERTARIAN,False,6760
1992,ARIZONA,AZ,"HAGELIN, JOHN",NATURAL LAW,False,2268
1992,ARIZONA,AZ,"FULANI, LENORA",NEW ALLIANCE,False,924
1992,ARIZONA,AZ,,,True,9
1992,ARKANSAS,AR,"CLINTON, BILL",DEMOCRAT,False,505824
1992,ARKANSAS,AR,"BUSH, GEORGE H.W.",REPUBLICAN,False,337325
1992,ARKANSAS,AR,"PEROT, ROSS",INDEPENDENT,False,99133
1992,ARKANSAS,AR,OTHER,INDEPENDENT,False,8375
1992,CALIFORNIA,CA,"CLINTON, BILL",DEMOCRAT,False,5121326
1992,CALIFORNIA,CA,"BUSH, GEORGE H.W.",REPUBLICAN,False,3630575
1992,CALIFORNIA,CA,"PEROT, ROSS",INDEPENDENT,False,2296007
1992,CALIFORNIA,CA,"MARROU, ANDRE",LIBERTARIAN,False,48140
1992,CALIFORNIA,CA,"DANIELS, RON",PEACE & FREEDOM,False,18598
1992,CALIFORNIA,CA,"PHILLIPS, HOWARD",AMERICAN INDEPENDENT PARTY,False,12712
1992,CALIFORNIA,CA,,,True,4370
1992,COLORADO,CO,"CLINTON, BILL",DEMOCRAT,False,629682
1992,COLORADO,CO,"BUSH, GEORGE H.W.",REPUBLICAN,False,562851
1992,COLORADO,CO,"PEROT, ROSS",INDEPENDENT,False,366011
1992,COLORADO,CO,"MARROU, ANDRE",LIBERTARIAN,False,8670
1992,COLORADO,CO,"FULANI, LENORA",NEW ALLIANCE,False,1609
1992,COLORADO,CO,"GRITZ, JAMES """"BO""""",DEMOCRAT/REPUBLICAN,False,275
1992,COLORADO,CO,"HAGELIN, JOHN",NATURAL LAW,False,48
1992,COLORADO,CO,PROHIBITION,PROHIBITION,False,22
1992,COLORADO,CO,UNAFFILIATED,UNAFFILIATED,False,21
1992,CONNECTICUT,CT,"CLINTON, BILL",DEMOCRAT,False,682319
1992,CONNECTICUT,CT,"BUSH, GEORGE H.W.",REPUBLICAN,False,578314
1992,CONNECTICUT,CT,"PEROT, ROSS",INDEPENDENT,False,348772
1992,CONNECTICUT,CT,"MARROU, ANDRE",LIBERTARIAN,False,5392
1992,CONNECTICUT,CT,"FULANI, LENORA",NEW ALLIANCE,False,1364
1992,DELAWARE,DE,"CLINTON, BILL",DEMOCRAT,False,126055
1992,DELAWARE,DE,"BUSH, GEORGE H.W.",REPUBLICAN,False,102314
1992,DELAWARE,DE,"PEROT, ROSS",INDEPENDENT,False,59214
1992,DELAWARE,DE,"FULANI, LENORA",NEW ALLIANCE,False,1106
1992,DELAWARE,DE,"MARROU, ANDRE",LIBERTARIAN,False,936
1992,DISTRICT OF COLUMBIA,DC,"CLINTON, BILL",DEMOCRAT,False,192620
1992,DISTRICT OF COLUMBIA,DC,"BUSH, GEORGE H.W.",REPUBLICAN,False,20699
1992,DISTRICT OF COLUMBIA,DC,"PEROT, ROSS",INDEPENDENT,False,9682
1992,DISTRICT OF COLUMBIA,DC,"FULANI, LENORA",NEW ALLIANCE,False,1460
1992,DISTRICT OF COLUMBIA,DC,"DANIELS, RONALD",INDEPENDENT,False,1447
1992,DISTRICT OF COLUMBIA,DC,,,True,677
1992,DISTRICT OF COLUMBIA,DC,"MARROU, ANDRE",LIBERTARIAN,False,468
1992,DISTRICT OF COLUMBIA,DC,"HAGELIN, JOHN",NATURAL LAW,False,231
1992,DISTRICT OF COLUMBIA,DC,OTHER,SOCIALIST,False,192
1992,DISTRICT OF COLUMBIA,DC,OTHER,SOCIALIST WORKERS,False,106
1992,FLORIDA,FL,"BUSH, GEORGE H.W.",REPUBLICAN,False,2173311
1992,FLORIDA,FL,"CLINTON, BILL",DEMOCRAT,False,2071699
1992,FLORIDA,FL,"PEROT, ROSS",INDEPENDENT,False,1053068
1992,FLORIDA,FL,"MARROU, ANDRE",LIBERTARIAN,False,15080
1992,FLORIDA,FL,,,True,239
1992,GEORGIA,GA,"CLINTON, BILL",DEMOCRAT,False,1008967
1992,GEORGIA,GA,"BUSH, GEORGE H.W.",REPUBLICAN,False,995253
1992,GEORGIA,GA,"PEROT, ROSS",INDEPENDENT,False,309658
1992,GEORGIA,GA,"MARROU, ANDRE",LIBERTARIAN,False,7111
1992,GEORGIA,GA,,,True,149
1992,HAWAII,HI,"CLINTON, BILL",DEMOCRAT,False,179311
1992,HAWAII,HI,"BUSH, GEORGE H.W.",REPUBLICAN,False,136823
1992,HAWAII,HI,"PEROT, ROSS",INDEPENDENT,False,53004
1992,HAWAII,HI,"GRITZ, JAMES """"BO""""",INDEPENDENT,False,1453
