recorded,RADON_pCi/L,TEMP_F,HUMIDITY,PRESSURE_hPa,CO2_ppm,VOC_ppb,High_CO2
2021-05-16 19:22:41,0.62,66.97,43.0,989,523,46.0,No
2021-05-16 20:22:41,0.59,67.14,43.0,989,512,46.0,No
2021-05-16 21:22:41,0.54,67.19,42.5,988,495,50.0,No
2021-05-16 22:22:41,0.59,67.19,42.5,988,488,52.0,No
2021-05-16 23:22:41,0.62,67.19,43.0,988,486,58.0,No
2021-05-17 00:22:41,0.62,67.1,43.5,988,502,48.0,No
2021-05-17 01:22:41,0.62,67.1,43.5,988,522,58.0,No
2021-05-17 02:27:42,0.7,67.05,43.5,989,538,86.0,No
2021-05-17 03:27:42,0.73,67.01,44.5,989,565,155.0,No
2021-05-17 04:27:42,0.7,66.94,45.0,989,556,287.0,No
2021-05-17 05:27:42,0.7,66.88,45.0,989,528,242.0,No
2021-05-17 06:27:42,0.62,66.81,45.5,989,491,205.0,No
2021-05-17 07:27:42,0.59,66.63,45.5,989,472,169.0,No
2021-05-17 08:27:42,0.59,66.54,45.5,989,466,201.0,No
2021-05-17 09:27:42,0.62,66.42,45.5,989,476,225.0,No
2021-05-17 10:27:42,0.59,66.33,45.0,989,475,277.0,No
2021-05-17 11:27:42,0.62,66.16,45.0,989,490,308.0,No
2021-05-17 12:27:42,0.73,66.09,45.0,990,496,380.0,No
2021-05-17 13:27:42,0.7,66.11,45.0,990,540,448.0,No
2021-05-17 14:27:42,0.7,66.42,45.5,991,670,663.0,No
2021-05-17 15:27:42,0.7,66.58,45.0,990,676,801.0,No
2021-05-17 16:27:42,0.78,66.88,44.5,990,692,787.0,No
2021-05-17 17:27:42,0.81,67.23,44.5,990,705,743.0,No
2021-05-17 18:27:42,0.76,67.46,44.0,990,719,637.0,No
2021-05-17 19:27:42,0.7,67.75,44.0,989,718,538.0,No
2021-05-17 20:27:42,0.7,68.04,44.0,989,712,425.0,No
2021-05-17 21:27:42,0.7,68.0,44.0,989,705,328.0,No
2021-05-17 22:27:42,0.65,68.2,45.5,989,922,1304.0,Yes
2021-05-17 23:27:42,0.65,68.14,45.0,989,883,877.0,Yes
2021-05-18 00:27:42,0.78,67.98,45.0,989,811,512.0,Yes
2021-05-18 01:27:42,0.86,67.8,45.0,989,740,328.0,No
2021-05-18 02:27:42,1.03,67.75,45.0,990,741,322.0,No
2021-05-18 03:27:42,0.97,67.73,45.0,990,736,332.0,No
2021-05-18 04:27:42,0.97,67.62,45.0,991,716,294.0,No
2021-05-18 05:27:42,0.97,67.53,45.5,991,687,259.0,No
2021-05-18 06:27:42,0.92,67.44,46.0,991,650,191.0,No
2021-05-18 07:27:42,0.97,67.35,46.0,991,626,187.0,No
2021-05-18 08:27:42,1.05,67.19,46.0,991,608,169.0,No
2021-05-18 09:27:42,1.0,67.1,46.0,991,582,153.0,No
2021-05-18 10:27:42,1.0,67.01,46.0,991,574,163.0,No
2021-05-18 11:27:42,1.11,66.94,46.0,991,573,163.0,No
2021-05-18 12:27:42,1.03,66.87,46.0,991,582,157.0,No
2021-05-18 13:27:42,0.95,66.94,46.0,991,619,133.0,No
2021-05-18 14:27:42,0.95,67.12,45.5,990,654,144.0,No
2021-05-18 15:27:42,0.95,67.37,45.5,990,704,125.0,No
2021-05-18 16:27:42,0.92,67.59,45.5,990,735,93.0,No
2021-05-18 17:27:42,0.86,67.87,45.5,990,754,48.0,No
2021-05-18 18:27:42,1.08,67.93,45.5,990,754,54.0,No
2021-05-18 19:27:42,1.16,67.91,45.5,990,767,46.0,No
2021-05-18 20:27:42,1.16,67.89,45.5,990,779,54.0,No
2021-05-18 21:27:42,1.16,67.89,46.0,989,794,46.0,No
2021-05-18 22:27:42,1.16,67.82,46.0,988,813,67.0,Yes
2021-05-18 23:27:42,1.11,67.86,46.5,988,825,78.0,Yes
2021-05-19 00:27:42,0.95,67.96,47.0,988,821,108.0,Yes
2021-05-19 01:27:42,0.95,68.14,47.5,988,809,131.0,Yes
2021-05-19 02:27:42,0.76,68.07,47.5,988,737,99.0,No
2021-05-19 03:27:42,0.76,68.02,48.0,988,729,123.0,No
2021-05-19 04:27:42,0.76,68.13,48.0,988,785,273.0,No
2021-05-19 05:27:42,0.76,68.09,48.5,988,762,301.0,No
2021-05-19 06:27:42,0.81,68.05,49.0,988,707,198.0,No
2021-05-19 07:27:42,0.76,68.02,49.5,987,693,169.0,No
2021-05-19 08:27:42,0.65,67.95,49.0,987,675,159.0,No
2021-05-19 09:27:42,0.65,67.91,49.5,987,654,169.0,No
2021-05-19 10:27:42,0.73,67.87,49.0,987,646,157.0,No
2021-05-19 11:27:42,0.65,67.86,49.5,988,649,198.0,No
2021-05-19 12:27:42,0.65,67.8,49.5,988,650,236.0,No
2021-05-19 13:27:42,0.65,67.95,49.0,989,706,308.0,No
2021-05-19 14:27:42,0.65,68.05,49.5,989,784,345.0,No
2021-05-19 15:27:42,0.59,68.04,49.0,989,768,277.0,No
2021-05-19 16:27:42,0.54,68.09,49.0,989,734,191.0,No
2021-05-19 17:27:42,0.49,68.18,49.0,989,766,129.0,No
2021-05-19 18:27:42,0.35,68.27,49.0,989,792,89.0,No
2021-05-19 19:27:42,0.27,68.4,49.0,989,825,72.0,Yes
2021-05-19 20:27:42,0.38,68.56,48.5,989,843,58.0,Yes
2021-05-19 21:27:42,0.49,68.68,48.5,988,860,46.0,Yes
2021-05-19 22:27:42,0.49,68.76,48.5,988,860,46.0,Yes
2021-05-19 23:27:42,0.49,68.81,48.5,988,854,46.0,Yes
2021-05-20 00:27:42,0.54,68.86,49.0,988,829,61.0,Yes
2021-05-20 01:27:42,0.49,68.95,49.0,989,820,122.0,Yes
2021-05-20 02:27:42,0.49,68.9,49.0,989,813,184.0,Yes
2021-05-20 03:27:42,0.49,68.83,49.5,990,774,58.0,No
2021-05-20 04:27:42,0.59,67.93,49.0,990,727,91.0,No
2021-05-20 05:27:42,0.59,66.99,47.0,990,739,155.0,No
2021-05-20 06:27:42,0.54,66.79,49.0,990,757,174.0,No
2021-05-20 07:27:42,0.59,67.24,49.5,990,746,205.0,No
2021-05-20 08:27:42,0.59,67.44,50.0,990,743,187.0,No
2021-05-20 09:27:42,0.59,67.62,50.0,990,741,191.0,No
2021-05-20 10:27:42,0.54,67.75,50.0,990,747,169.0,No
2021-05-20 11:27:42,0.59,67.84,50.0,990,749,150.0,No
2021-05-20 12:27:42,0.59,67.86,50.0,990,752,127.0,No
2021-05-20 13:27:42,0.59,68.0,49.5,990,791,99.0,No
2021-05-20 14:27:42,0.57,68.18,49.0,991,819,89.0,Yes
2021-05-20 15:27:42,0.57,68.32,49.0,991,830,48.0,Yes
2021-05-20 16:27:42,0.57,68.5,49.0,991,856,46.0,Yes
2021-05-20 17:27:42,0.57,68.65,49.0,990,881,46.0,Yes
2021-05-20 18:27:42,0.51,68.41,50.0,990,915,63.0,Yes
2021-05-20 19:27:42,0.51,68.04,48.5,990,930,52.0,Yes
2021-05-20 20:27:42,0.46,67.95,49.5,990,943,65.0,Yes
2021-05-20 21:27:42,0.46,68.04,50.0,990,958,72.0,Yes
2021-05-20 22:27:42,0.46,68.22,51.5,990,1214,161.0,Yes
2021-05-20 23:27:42,0.51,68.07,51.0,989,1076,99.0,Yes
2021-05-21 00:27:42,0.46,67.89,51.5,990,1009,99.0,Yes
2021-05-21 01:27:42,0.46,67.64,51.5,990,1008,246.0,Yes
2021-05-21 02:27:42,0.41,67.86,50.5,990,1020,619.0,Yes
2021-05-21 03:27:42,0.51,68.07,50.0,991,1043,913.0,Yes
2021-05-21 04:27:42,0.46,67.82,51.0,991,1053,998.0,Yes
2021-05-21 05:27:42,0.46,67.71,50.5,991,1031,926.0,Yes
2021-05-21 06:27:42,0.46,67.55,52.0,991,943,721.0,Yes
2021-05-21 07:27:42,0.41,67.87,51.5,991,894,676.0,Yes
2021-05-21 08:27:42,0.35,68.0,51.0,991,898,712.0,Yes
2021-05-21 09:27:42,0.35,68.13,51.0,991,884,801.0,Yes
2021-05-21 10:27:42,0.35,68.18,51.5,992,879,936.0,Yes
2021-05-21 11:27:42,0.41,68.29,51.0,992,877,1077.0,Yes
2021-05-21 12:27:42,0.41,68.25,50.5,993,886,1136.0,Yes
2021-05-21 13:27:42,0.62,68.34,50.0,993,895,1204.0,Yes
2021-05-21 14:27:42,0.65,68.23,49.5,994,919,1230.0,Yes
2021-05-21 15:27:42,0.65,67.8,50.0,994,970,1172.0,Yes
2021-05-21 16:27:42,0.65,67.73,51.0,994,990,904.0,Yes
2021-05-21 17:27:42,0.68,67.21,50.0,995,995,690.0,Yes
2021-05-21 18:27:42,0.68,67.19,51.0,994,1007,456.0,Yes
2021-05-21 19:27:42,0.68,67.69,51.0,994,1022,370.0,Yes
2021-05-21 20:27:42,0.68,67.98,50.5,994,1042,253.0,Yes
2021-05-21 21:27:42,0.68,68.2,50.0,995,1053,191.0,Yes
2021-05-21 22:27:42,0.76,68.34,50.0,995,1080,150.0,Yes
2021-05-21 23:27:42,0.68,68.13,50.5,995,1095,116.0,Yes
2021-05-22 00:27:42,0.68,67.95,50.5,995,1119,125.0,Yes
2021-05-22 01:27:42,0.68,67.57,50.5,994,1116,97.0,Yes
2021-05-22 02:27:42,0.76,67.41,51.5,995,1137,136.0,Yes
2021-05-22 03:27:42,0.68,67.71,52.0,995,1143,253.0,Yes
2021-05-22 04:27:42,0.68,67.37,50.5,995,1172,404.0,Yes
2021-05-22 05:27:42,0.68,67.55,52.0,995,1162,373.0,Yes
2021-05-22 06:27:42,0.68,67.75,52.0,995,1132,308.0,Yes
2021-05-22 07:27:42,0.68,67.48,51.5,995,1127,298.0,Yes
2021-05-22 08:27:42,0.76,67.68,51.5,995,1102,222.0,Yes
2021-05-22 09:27:42,0.89,67.75,51.5,995,1072,157.0,Yes
2021-05-22 10:27:42,0.95,67.82,51.5,995,1050,125.0,Yes
2021-05-22 11:27:42,0.84,67.89,51.5,996,1040,88.0,Yes
2021-05-22 12:27:42,0.84,67.95,51.5,996,1023,61.0,Yes
2021-05-22 13:27:42,0.59,67.68,50.5,996,1052,61.0,Yes
2021-05-22 14:27:42,0.54,66.74,48.5,995,1090,58.0,Yes
2021-05-22 15:27:42,0.54,67.15,50.5,995,1089,46.0,Yes
2021-05-22 16:27:42,0.49,67.75,49.5,995,1078,46.0,Yes
2021-05-22 17:27:42,0.46,68.32,49.5,994,1063,46.0,Yes
2021-05-22 18:27:42,0.46,68.81,49.0,994,1087,54.0,Yes
2021-05-22 19:27:42,0.46,69.12,49.0,993,1092,46.0,Yes
2021-05-22 20:27:42,0.51,68.4,48.5,993,1090,52.0,Yes
2021-05-22 21:27:42,0.54,67.69,47.5,992,1086,86.0,Yes
2021-05-22 22:27:42,0.46,67.71,50.0,992,1336,380.0,Yes
2021-05-22 23:27:42,0.59,67.24,49.0,991,1119,101.0,Yes
2021-05-23 00:27:42,0.65,67.32,50.0,991,1028,48.0,Yes
2021-05-23 01:27:42,0.68,67.05,50.5,991,981,54.0,Yes
2021-05-23 02:27:42,0.65,67.41,51.0,991,984,122.0,Yes
2021-05-23 03:27:42,0.59,67.32,52.0,991,962,125.0,Yes
2021-05-23 04:27:42,0.59,67.23,52.0,991,991,163.0,Yes
2021-05-23 05:27:42,0.59,67.12,52.0,991,938,129.0,Yes
2021-05-23 06:27:42,0.59,66.65,51.5,991,873,114.0,Yes
2021-05-23 07:27:42,0.59,66.63,52.5,991,880,133.0,Yes
2021-05-23 08:27:42,0.59,66.7,53.0,991,876,125.0,Yes
2021-05-23 09:27:42,0.51,66.6,51.5,991,881,133.0,Yes
2021-05-23 10:27:42,0.46,66.74,52.5,991,879,112.0,Yes
2021-05-23 11:27:42,0.51,66.7,53.0,991,879,54.0,Yes
2021-05-23 12:27:42,0.51,66.54,52.0,992,887,46.0,Yes
2021-05-23 13:27:42,0.51,66.9,52.5,991,867,48.0,Yes
2021-05-23 14:27:42,0.57,66.7,52.0,991,890,46.0,Yes
2021-05-23 15:27:42,0.57,66.43,51.0,991,936,46.0,Yes
2021-05-23 16:27:42,0.57,66.96,52.0,991,954,63.0,Yes
2021-05-23 17:27:42,0.57,67.46,51.5,990,970,46.0,Yes
2021-05-23 18:27:42,0.62,67.87,51.0,990,961,58.0,Yes
2021-05-23 19:27:42,0.76,68.2,50.5,990,966,56.0,Yes
2021-05-23 20:27:42,0.86,67.53,50.0,989,990,58.0,Yes
2021-05-23 21:27:42,0.81,67.5,51.0,988,1020,50.0,Yes
2021-05-23 22:27:42,0.86,67.35,51.5,989,1067,61.0,Yes
2021-05-23 23:27:42,0.78,67.23,52.0,988,1067,48.0,Yes
2021-05-24 00:27:42,0.78,66.38,49.5,989,1049,50.0,Yes
2021-05-24 01:27:42,0.73,66.56,51.0,989,1036,61.0,Yes
2021-05-24 02:27:42,0.73,66.51,51.5,989,1029,136.0,Yes
2021-05-24 03:27:42,0.78,66.18,51.5,990,1017,195.0,Yes
2021-05-24 04:27:42,0.84,65.86,51.0,990,1019,267.0,Yes
2021-05-24 05:27:42,0.84,66.27,52.0,989,944,215.0,Yes
2021-05-24 06:27:42,0.84,66.63,52.0,989,838,133.0,Yes
2021-05-24 07:27:42,0.89,66.83,51.5,989,814,176.0,Yes
2021-05-24 08:27:42,0.84,66.94,51.5,989,806,215.0,Yes
2021-05-24 09:27:42,0.78,67.05,51.0,989,805,232.0,Yes
2021-05-24 10:27:42,0.78,67.01,51.0,989,793,253.0,No
2021-05-24 11:27:42,0.73,67.05,51.0,989,793,225.0,No
2021-05-24 12:27:42,0.73,67.12,50.5,989,791,239.0,No
2021-05-24 13:27:42,0.73,67.24,50.5,989,802,187.0,Yes
2021-05-24 14:27:42,0.73,67.32,50.5,989,817,170.0,Yes
2021-05-24 15:27:42,0.78,67.51,49.5,988,848,215.0,Yes
2021-05-24 16:27:42,0.84,67.91,49.5,988,908,232.0,Yes
2021-05-24 17:27:42,0.84,68.2,49.5,987,880,201.0,Yes
2021-05-24 18:27:42,0.78,68.16,51.0,987,893,133.0,Yes
2021-05-24 19:27:42,0.65,68.13,51.0,986,905,101.0,Yes
2021-05-24 20:27:42,0.49,68.23,51.5,986,917,97.0,Yes
2021-05-24 21:27:42,0.49,68.23,51.5,985,926,89.0,Yes
2021-05-24 22:27:42,0.43,68.31,54.0,985,1248,205.0,Yes
2021-05-24 23:27:42,0.38,67.89,52.0,984,1066,138.0,Yes
2021-05-25 00:27:42,0.35,67.48,51.5,984,1033,150.0,Yes
2021-05-25 01:27:42,0.35,67.62,53.0,984,1028,242.0,Yes
2021-05-25 02:27:42,0.35,67.5,53.0,984,1056,411.0,Yes
2021-05-25 03:27:42,0.27,66.74,50.5,985,1092,627.0,Yes
2021-05-25 04:27:42,0.27,65.93,49.5,985,1045,650.0,Yes
2021-05-25 05:27:42,0.27,66.4,51.5,984,1037,59.0,Yes
2021-05-25 06:27:42,0.35,67.01,51.5,984,1042,67.0,Yes
2021-05-25 07:27:42,0.27,67.28,51.0,984,1034,65.0,Yes
2021-05-25 08:27:42,0.35,67.51,51.0,983,1037,110.0,Yes
2021-05-25 09:27:42,0.43,67.69,51.0,983,1035,187.0,Yes
2021-05-25 10:27:42,0.43,67.84,50.5,983,1029,250.0,Yes
2021-05-25 11:27:42,0.43,67.87,50.0,983,1027,318.0,Yes
2021-05-25 12:27:42,0.38,68.02,50.0,983,1022,332.0,Yes
2021-05-25 13:27:42,0.43,74.91,52.0,982,859,46.0,Yes
2021-05-25 14:27:42,0.38,79.95,47.0,982,1156,335.0,Yes
2021-05-25 15:27:42,0.35,81.86,44.0,982,1263,284.0,Yes
2021-05-25 16:27:42,0.27,81.93,43.0,981,1183,215.0,Yes
2021-05-25 17:27:42,0.35,83.23,41.0,981,1308,125.0,Yes
2021-05-25 18:27:42,0.38,82.63,41.5,981,1270,110.0,Yes
2021-05-25 19:27:42,0.38,84.2,45.5,980,755,18.0,No
2021-05-25 20:27:42,0.43,84.11,45.0,980,640,448.0,No
2021-05-25 21:27:42,0.43,74.98,44.0,980,964,748.0,Yes
2021-05-25 22:27:42,0.43,77.58,52.5,980,497,71.0,No
2021-05-25 23:27:42,0.43,76.06,47.5,979,928,775.0,Yes
2021-05-26 00:27:42,0.43,75.38,49.5,979,889,842.0,Yes
2021-05-26 01:27:42,0.43,74.7,51.0,979,860,819.0,Yes
2021-05-26 02:27:42,0.43,74.73,51.0,980,800,526.0,Yes
2021-05-26 03:27:42,0.43,74.7,56.5,980,615,301.0,No
2021-05-26 04:27:42,0.41,74.12,57.5,980,676,264.0,No
2021-05-26 05:27:42,0.41,73.47,50.0,980,795,512.0,No
2021-05-26 06:27:42,0.35,73.13,52.0,979,785,421.0,No
2021-05-26 07:27:42,0.41,72.79,57.0,980,606,84.0,No
2021-05-26 08:27:42,0.46,72.48,58.5,980,458,65.0,No
2021-05-26 09:27:42,0.35,72.07,56.0,980,364,58.0,No
2021-05-26 10:27:42,0.41,71.91,53.5,981,404,61.0,No
2021-05-26 11:27:42,0.41,71.31,52.0,982,446,122.0,No
2021-05-26 12:27:42,0.46,71.08,52.5,982,422,84.0,No
2021-05-26 13:27:42,0.41,71.1,50.5,983,402,58.0,No
2021-05-26 14:27:42,0.43,71.47,50.0,984,467,93.0,No
2021-05-26 15:27:42,0.51,72.19,47.5,984,394,46.0,No
2021-05-26 16:27:42,0.51,72.77,47.5,984,435,97.0,No
2021-05-26 17:27:42,0.51,73.17,48.0,985,448,142.0,No
2021-05-26 18:27:42,0.49,74.66,47.5,985,464,86.0,No
2021-05-26 19:27:42,0.49,76.8,44.5,985,446,46.0,No
2021-05-26 20:27:42,0.43,77.97,45.0,985,517,138.0,No
2021-05-26 21:27:42,0.43,78.37,44.5,986,528,328.0,No
2021-05-26 22:27:42,0.43,78.1,43.0,986,488,176.0,No
2021-05-26 23:27:42,0.49,76.55,44.0,986,431,127.0,No
2021-05-27 00:27:42,0.51,75.85,44.0,986,366,58.0,No
2021-05-27 01:27:42,0.51,74.82,44.0,987,412,136.0,No
2021-05-27 02:27:42,0.51,74.25,45.0,988,464,212.0,No
2021-05-27 03:30:54,0.51,73.67,46.0,989,495,205.0,No
2021-05-27 04:30:54,0.51,73.83,47.5,989,561,46.0,No
2021-05-27 05:30:54,0.62,73.6,47.0,989,504,59.0,No
2021-05-27 06:30:54,0.68,73.47,47.5,989,549,131.0,No
2021-05-27 07:30:54,0.62,73.15,47.5,990,557,181.0,No
2021-05-27 08:30:54,0.62,72.82,47.5,990,578,359.0,No
2021-05-27 09:30:54,0.57,72.45,47.5,989,579,448.0,No
2021-05-27 10:30:54,0.57,72.05,47.5,991,568,493.0,No
2021-05-27 11:30:54,0.51,71.62,47.5,990,566,459.0,No
2021-05-27 12:30:54,0.57,71.28,47.0,990,565,401.0,No
2021-05-27 13:30:54,0.51,71.02,47.0,990,585,387.0,No
2021-05-27 14:30:54,0.62,70.92,47.0,990,627,339.0,No
2021-05-27 15:30:54,0.57,70.99,47.0,991,682,267.0,No
2021-05-27 16:30:54,0.57,71.87,44.5,990,541,46.0,No
2021-05-27 17:30:54,0.49,71.65,44.0,988,558,136.0,No
2021-05-27 18:30:54,0.49,71.19,43.0,988,537,123.0,No
2021-05-27 19:30:54,0.43,69.39,44.5,986,526,101.0,No
2021-05-27 20:30:54,0.43,69.84,45.5,986,747,133.0,No
2021-05-27 21:30:54,0.38,70.86,45.0,985,765,253.0,No
2021-05-27 22:30:54,0.38,70.57,45.0,985,717,259.0,No
2021-05-27 23:30:54,0.35,69.42,46.0,985,744,242.0,No
2021-05-28 00:30:54,0.35,68.9,47.0,985,727,232.0,No
2021-05-28 01:30:54,0.38,68.4,47.0,985,727,483.0,No
2021-05-28 02:30:54,0.38,68.09,47.5,986,735,627.0,No
2021-05-28 03:30:54,0.35,67.8,47.5,985,748,659.0,No
2021-05-28 04:30:54,0.35,67.6,47.5,986,781,739.0,No
2021-05-28 05:30:54,0.3,67.33,47.5,986,759,663.0,No
2021-05-28 06:30:54,0.35,67.12,47.5,985,742,574.0,No
2021-05-28 07:30:54,0.35,66.99,47.5,985,691,438.0,No
2021-05-28 08:30:54,0.35,66.72,47.5,985,677,359.0,No
2021-05-28 09:30:54,0.35,66.54,47.5,985,687,325.0,No
2021-05-28 10:30:54,0.35,66.34,47.0,984,677,287.0,No
2021-05-28 11:30:54,0.35,66.13,47.0,985,672,236.0,No
2021-05-28 12:30:54,0.3,65.91,47.0,986,666,195.0,No
2021-05-28 13:30:54,0.3,65.8,47.0,986,677,169.0,No
2021-05-28 14:30:54,0.19,65.55,47.0,986,688,157.0,No
2021-05-28 15:30:54,0.19,66.99,46.0,987,737,212.0,No
2021-05-28 16:30:54,0.19,67.5,45.5,987,761,270.0,No
2021-05-28 17:30:54,0.19,67.71,45.5,987,801,232.0,Yes
2021-05-28 18:30:54,0.24,71.01,44.5,988,862,165.0,Yes
2021-05-28 19:30:54,0.24,72.23,43.5,988,890,161.0,Yes
2021-05-28 20:30:54,0.24,73.76,43.0,988,986,129.0,Yes
2021-05-28 21:30:54,0.24,75.4,41.5,988,936,99.0,Yes
2021-05-28 22:30:54,0.3,73.58,41.0,988,828,108.0,Yes
2021-05-28 23:30:54,0.38,72.57,41.5,988,815,88.0,Yes
2021-05-29 00:30:54,0.38,71.71,42.5,988,793,108.0,No
2021-05-29 01:30:54,0.24,70.56,43.5,989,791,362.0,No
2021-05-29 02:30:54,0.24,70.18,44.5,989,806,574.0,Yes
2021-05-29 03:30:54,0.24,70.18,44.5,990,805,765.0,Yes
2021-05-29 04:30:54,0.24,69.35,44.5,990,792,748.0,No
2021-05-29 05:30:54,0.24,68.67,44.5,990,790,686.0,No
2021-05-29 06:30:54,0.14,68.31,45.0,990,796,530.0,No
2021-05-29 07:30:54,0.14,67.84,44.5,990,765,339.0,No
2021-05-29 08:30:54,0.14,67.37,44.5,991,737,232.0,No
2021-05-29 09:30:54,0.14,67.66,44.5,991,718,152.0,No
2021-05-29 10:30:54,0.14,67.17,44.5,992,709,146.0,No
2021-05-29 11:30:54,0.14,67.82,44.5,993,699,91.0,No
2021-05-29 12:39:28,0.14,68.27,44.5,993,704,58.0,No
2021-05-29 13:39:28,0.14,68.04,45.0,993,733,56.0,No
2021-05-29 14:39:28,0.19,68.23,45.0,993,773,82.0,No
2021-05-29 15:39:28,0.19,69.13,44.5,993,873,69.0,Yes
2021-05-29 16:39:28,0.24,69.71,44.5,993,868,46.0,Yes
2021-05-29 17:39:28,0.35,69.44,44.0,993,761,56.0,No
2021-05-29 18:39:28,0.27,69.3,44.0,992,707,46.0,No
2021-05-29 19:39:28,0.35,69.46,44.0,992,729,50.0,No
2021-05-29 20:39:28,0.35,69.73,44.0,992,676,52.0,No
2021-05-29 21:39:28,0.35,70.38,43.5,991,628,46.0,No
2021-05-29 22:39:28,0.35,70.25,43.0,991,613,72.0,No
2021-05-29 23:39:28,0.27,70.86,43.5,991,639,59.0,No
2021-05-30 00:39:28,0.35,70.63,43.5,991,615,88.0,No
2021-05-30 01:39:28,0.35,70.41,43.5,991,639,342.0,No
2021-05-30 02:39:28,0.35,70.61,43.0,991,637,543.0,No
2021-05-30 03:39:28,0.27,70.12,43.0,992,629,921.0,No
2021-05-30 04:39:28,0.27,69.66,43.0,992,627,1005.0,No
2021-05-30 05:39:28,0.27,69.33,43.5,993,671,988.0,No
2021-05-30 06:39:28,0.27,68.94,43.5,993,684,860.0,No
2021-05-30 07:39:28,0.24,68.56,43.5,993,679,890.0,No
2021-05-30 08:39:28,0.24,68.32,44.0,993,676,854.0,No
2021-05-30 09:39:28,0.24,67.96,44.0,993,665,810.0,No
2021-05-30 10:39:28,0.24,67.68,44.0,993,671,672.0,No
2021-05-30 11:39:28,0.19,67.95,44.0,993,672,552.0,No
2021-05-30 12:39:28,0.19,68.31,43.5,994,669,459.0,No
2021-05-30 13:39:28,0.19,68.36,44.0,994,682,421.0,No
2021-05-30 14:39:28,0.19,68.34,44.0,994,709,435.0,No
2021-05-30 15:39:28,0.14,68.43,44.0,994,734,315.0,No
2021-05-30 16:39:28,0.19,68.94,44.5,993,815,222.0,Yes
2021-05-30 17:39:28,0.19,69.53,44.5,993,793,172.0,No
2021-05-30 18:39:28,0.19,69.76,44.5,993,738,138.0,No
2021-05-30 19:39:28,0.14,70.0,44.0,992,721,71.0,No
2021-05-30 20:39:28,0.14,70.11,44.0,992,708,46.0,No
2021-05-30 21:39:28,0.14,70.34,44.5,992,725,46.0,No
2021-05-30 22:39:28,0.19,70.39,44.0,991,642,46.0,No
2021-05-30 23:39:28,0.14,70.34,43.5,991,581,46.0,No
2021-05-31 00:39:28,0.08,70.25,43.5,991,532,46.0,No
2021-05-31 01:39:28,0.08,70.11,43.0,991,498,127.0,No
2021-05-31 02:39:28,0.08,70.02,43.0,991,486,80.0,No
2021-05-31 03:39:28,0.08,69.98,43.5,991,530,131.0,No
2021-05-31 04:39:28,0.08,69.94,44.0,991,573,142.0,No
2021-05-31 05:39:28,0.08,69.85,44.0,992,546,112.0,No
2021-05-31 06:39:28,0.08,69.71,44.5,991,572,304.0,No
2021-05-31 07:39:28,0.08,69.58,44.5,991,606,407.0,No
2021-05-31 08:39:28,0.08,69.46,44.5,992,616,452.0,No
2021-05-31 09:39:28,0.08,69.3,44.5,992,633,543.0,No
2021-05-31 10:39:28,0.08,69.06,44.5,992,639,574.0,No
2021-05-31 11:39:28,0.19,69.76,44.5,992,641,548.0,No
2021-05-31 12:39:28,0.24,69.55,44.5,992,655,641.0,No
2021-05-31 13:39:28,0.35,69.42,44.5,992,677,694.0,No
2021-05-31 14:39:28,0.41,69.55,44.5,992,718,860.0,No
2021-05-31 15:39:28,0.46,69.93,45.0,992,850,1146.0,Yes
2021-05-31 16:39:28,0.41,70.14,45.0,991,846,828.0,Yes
2021-05-31 17:39:28,0.49,70.48,45.0,991,821,462.0,Yes
2021-05-31 18:39:28,0.51,70.84,45.0,991,789,178.0,No
2021-05-31 19:39:28,0.51,71.28,45.0,990,821,72.0,Yes
2021-05-31 20:39:28,0.57,71.65,45.0,990,777,46.0,No
2021-05-31 21:39:28,0.65,72.05,44.5,990,660,46.0,No
2021-05-31 22:39:28,0.59,72.23,44.5,990,584,46.0,No
2021-05-31 23:39:28,0.59,72.46,45.0,989,563,84.0,No
2021-06-01 00:39:28,0.59,72.86,46.0,989,596,172.0,No
2021-06-01 01:39:28,0.59,72.9,45.5,989,540,110.0,No
2021-06-01 02:39:28,0.59,72.82,45.5,990,595,166.0,No
2021-06-01 03:39:28,0.65,72.72,46.0,990,677,404.0,No
2021-06-01 04:39:28,0.65,72.55,46.5,990,708,681.0,No
2021-06-01 05:39:28,0.68,72.36,46.5,991,625,534.0,No
2021-06-01 06:39:28,0.68,72.07,46.5,991,665,708.0,No
2021-06-01 07:39:28,0.68,71.8,46.5,990,672,623.0,No
2021-06-01 08:39:28,0.68,71.51,46.5,990,685,690.0,No
2021-06-01 09:39:28,0.76,71.28,46.5,991,686,819.0,No
2021-06-01 10:39:28,0.76,70.93,46.5,991,699,819.0,No
2021-06-01 11:39:28,0.65,70.68,46.5,991,722,797.0,No
2021-06-01 12:39:28,0.57,70.56,46.5,991,739,765.0,No
2021-06-01 13:39:28,0.46,70.59,46.5,991,765,757.0,No
2021-06-01 14:39:28,0.41,70.97,47.0,991,903,793.0,Yes
2021-06-01 15:39:28,0.35,71.37,47.0,991,935,601.0,Yes
2021-06-01 16:39:28,0.43,71.71,47.0,990,879,380.0,Yes
2021-06-01 17:39:28,0.35,72.3,47.0,990,864,172.0,Yes
2021-06-01 18:39:28,0.3,72.52,46.5,989,743,82.0,No
2021-06-01 19:39:28,0.35,72.75,46.5,989,719,78.0,No
2021-06-01 20:39:28,0.3,73.99,46.0,988,835,125.0,Yes
