date,delay,destination,distance,Distance,origin
1/26/2001 16:20,0,BNA,448,,CLE
1/14/2001 19:40,-2,PDX,444,,RNO
2/20/2001 15:50,3,ABQ,,321,TUS
2/15/2001 07:10,9,LAS,,2106,BWI
2/11/2001 17:35,6,MDW,,842,PVD
3/15/2001 06:35,-15,SJC,417,,SAN
2/11/2001 16:30,2,OAK,361,,ONT
2/19/2001 16:40,14,MSY,,487,TPA
3/5/2001 06:55,-2,HOU,,187,CRP
2/10/2001 09:20,8,TPA,,487,MSY
1/30/2001 10:00,18,PDX,,762,LAS
1/29/2001 07:39,21,SFO,651,,PHX
3/27/2001 08:00,-10,BUF,,281,BWI
2/16/2001 07:57,20,CRP,,187,HOU
1/18/2001 13:30,19,SEA,,224,GEG
3/24/2001 14:50,-5,ABQ,,580,DAL
3/2/2001 09:05,-5,LAS,,368,SLC
2/15/2001 20:50,-5,RDU,,443,BNA
1/30/2001 16:15,6,BNA,,448,CLE
1/6/2001 14:35,-1,BWI,682,,BHM
3/22/2001 19:46,42,RDU,255,,BWI
2/26/2001 18:54,59,SJC,386,,LAS
2/11/2001 21:06,19,PHX,,256,LAS
2/28/2001 17:35,3,MDW,,842,PVD
3/23/2001 12:00,12,MCI,,1479,SJC
3/14/2001 13:00,0,HOU,,239,DAL
2/11/2001 10:14,12,SMF,397,,LAS
2/6/2001 18:55,3,ELP,,562,DAL
3/29/2001 13:10,-2,OAK,,446,SAN
2/21/2001 07:00,-2,ELP,347,,PHX
3/2/2001 08:30,22,MCI,1234,,PVD
3/19/2001 15:48,-5,BWI,588,,BNA
1/22/2001 13:17,-7,LIT,,1136,PHX
2/8/2001 19:48,8,LAS,365,,TUS
1/11/2001 19:30,-5,SDF,,323,BHM
1/11/2001 08:45,-6,HOU,,148,AUS
3/7/2001 17:10,-3,SAT,248,,DAL
2/16/2001 07:30,-3,PHX,370,,LAX
2/5/2001 12:05,-2,LAS,,223,BUR
1/28/2001 21:35,28,AUS,,148,HOU
3/13/2001 06:30,-5,HOU,303,,MSY
2/26/2001 22:38,26,BDL,283,,BWI
2/5/2001 06:30,-5,HOU,,239,DAL
2/25/2001 14:45,5,RDU,587,,TPA
1/14/2001 12:07,24,RNO,,345,LAS
3/29/2001 18:40,-10,AMA,,324,DAL
1/12/2001 08:12,4,MDW,,251,STL
1/11/2001 10:55,-9,FLL,,925,BWI
3/6/2001 10:40,-2,RNO,,188,SJC
1/9/2001 19:06,6,BUR,,223,LAS
3/25/2001 13:00,-1,AUS,,189,DAL
1/9/2001 20:00,-8,LAS,487,,ABQ
1/31/2001 07:10,-3,JAX,318,,FLL
2/20/2001 07:15,-6,BWI,,377,MHT
1/31/2001 13:55,-12,LAS,,368,SLC
3/31/2001 11:10,-1,TUL,,237,DAL
1/3/2001 10:22,23,LAS,,197,ONT
1/17/2001 13:40,14,SLC,,368,LAS
3/30/2001 14:00,13,LAS,197,,ONT
1/31/2001 14:30,10,HOU,,687,STL
2/4/2001 19:25,-5,PHX,,256,LAS
1/15/2001 15:55,-2,BUR,,325,OAK
1/2/2001 15:45,-10,IAH,217,,DAL
3/16/2001 08:05,-8,PBI,174,,TPA
1/6/2001 10:57,7,MDW,229,,DTW
2/10/2001 07:35,-6,MCO,,1011,BUF
3/30/2001 15:55,-1,BUR,,325,OAK
2/11/2001 11:00,-20,MAF,796,,LAS
1/11/2001 23:50,120,PHX,621,,SJC
2/22/2001 08:25,-11,BNA,1588,,LAS
3/2/2001 17:55,-15,PHX,1136,,LIT
2/26/2001 19:47,25,PHX,,256,LAS
3/20/2001 10:00,-1,SMF,,397,LAS
2/15/2001 21:53,7,PHX,328,,ABQ
3/31/2001 11:30,-10,DAL,,239,HOU
1/27/2001 18:12,6,FLL,673,,MSY
3/27/2001 13:00,-7,ONT,,361,OAK
2/14/2001 07:30,-8,OAK,337,,LAX
3/22/2001 13:30,-10,HOU,239,,DAL
2/25/2001 08:00,-19,OAK,,671,SEA
3/23/2001 09:58,12,OAK,,371,SNA
2/6/2001 15:35,-5,PHX,,1009,PDX
1/24/2001 17:05,5,BUR,325,,OAK
3/30/2001 20:15,-9,BUR,325,,OAK
3/18/2001 20:23,-2,BOI,,344,PDX
1/29/2001 15:12,-8,SLC,,919,MCI
3/25/2001 18:15,-10,TPA,,997,MDW
1/22/2001 14:55,0,PBI,,758,BNA
3/19/2001 17:45,-16,MDW,,251,STL
1/8/2001 11:05,-3,AUS,,341,LBB
2/10/2001 12:05,-2,MDW,,307,CLE
1/30/2001 22:45,-5,LAX,,236,LAS
1/30/2001 18:50,3,STL,,342,OMA
3/25/2001 08:06,-6,BWI,,998,MSY
1/15/2001 15:40,0,BNA,,1797,LAX
3/8/2001 22:10,-3,BDL,,283,BWI
3/2/2001 22:05,3,MCO,550,,MSY
1/21/2001 17:15,0,MCI,718,,ABQ
1/22/2001 13:35,-12,DAL,562,,ELP
1/28/2001 11:15,-6,BNA,1797,,LAX
2/28/2001 08:14,7,ONT,,197,LAS
1/26/2001 20:55,-10,BNA,,491,MCI
3/18/2001 19:15,91,BWI,255,,RDU
1/27/2001 09:50,-5,TPA,174,,PBI
1/30/2001 18:55,10,RDU,,255,BWI
1/8/2001 17:00,6,SAN,447,,SFO
3/24/2001 12:11,14,LIT,,296,DAL
2/28/2001 17:40,12,SJC,,308,LAX
3/24/2001 11:40,5,CLE,,487,STL
2/22/2001 22:05,50,OKC,,833,PHX
1/2/2001 13:45,-55,LAS,,1987,BUF
1/4/2001 07:05,-5,RNO,,188,SJC
3/4/2001 21:48,41,OAK,446,,SAN
3/27/2001 07:55,1,ABQ,487,,LAS
1/14/2001 05:30,2,OAK,337,,LAX
2/5/2001 14:55,-1,ONT,197,,LAS
2/15/2001 09:00,-2,OKC,181,,DAL
1/10/2001 12:09,32,LAS,,407,OAK
3/15/2001 16:07,8,SAT,,192,HOU
3/21/2001 08:45,-7,MCO,,1142,MHT
1/11/2001 16:05,-7,HOU,,570,BHM
1/25/2001 11:30,0,BWI,787,,MCO
2/22/2001 21:36,18,OAK,337,,LAX
3/1/2001 11:35,36,PHX,,1999,BWI
2/28/2001 08:10,-11,ONT,,389,SMF
2/24/2001 20:30,-13,MHT,938,,BNA
2/12/2001 18:32,19,SMF,1442,,MCI
2/17/2001 13:45,4,HRL,276,,HOU
3/17/2001 19:25,15,MDW,,611,BWI
1/21/2001 15:25,5,AMA,324,,DAL
1/23/2001 13:08,6,ONT,,361,OAK
1/31/2001 10:36,0,HOU,,303,MSY
3/14/2001 19:46,14,BNA,588,,BWI
1/1/2001 17:22,20,LAX,,308,SJC
2/18/2001 17:00,-13,SEA,224,,GEG
2/28/2001 20:30,100,OAK,361,,ONT
3/26/2001 21:22,14,STL,,251,MDW
1/1/2001 13:45,20,LAX,,677,ABQ
1/20/2001 12:00,-4,MSY,487,,TPA
1/19/2001 07:05,-3,BNA,,616,MCO
2/26/2001 09:10,3,DAL,,293,LBB
1/5/2001 17:15,0,SEA,671,,OAK
3/22/2001 18:10,-13,MDW,,777,BDL
1/19/2001 17:45,35,BNA,,484,JAX
1/23/2001 21:05,2,FLL,197,,TPA
3/23/2001 19:45,5,SAN,628,,ABQ
2/18/2001 06:30,-7,HOU,303,,MSY
2/5/2001 07:15,-5,OAK,,543,PDX
1/16/2001 19:00,103,PHX,,872,AUS
1/7/2001 15:18,8,JAN,,888,BWI
1/23/2001 16:40,-20,HOU,1235,,LAS
2/3/2001 09:55,-4,HOU,,453,TUL
3/26/2001 18:00,5,BUR,,358,SMF
2/2/2001 14:00,-10,HOU,,453,TUL
1/15/2001 10:00,-10,STL,687,,HOU
2/13/2001 15:05,49,LAS,,236,LAX
3/18/2001 18:25,5,HOU,,192,SAT
1/16/2001 19:02,43,RDU,,1162,AUS
3/14/2001 08:45,0,LAS,,407,OAK
1/30/2001 10:50,-5,ABQ,,493,SLC
3/29/2001 09:35,-12,PVD,907,,BNA
2/26/2001 20:28,10,BNA,443,,RDU
2/26/2001 20:35,-12,SJC,296,,BUR
1/20/2001 10:40,-4,BWI,,588,BNA
2/12/2001 08:18,19,ELP,714,,LAX
1/18/2001 19:07,1,SLC,1156,,STL
2/25/2001 07:00,-10,PHX,,256,LAS
3/19/2001 06:25,-10,LAS,,258,SAN
2/23/2001 19:07,71,SEA,605,,SMF
3/2/2001 16:30,-8,LAX,337,,OAK
3/23/2001 18:44,0,LAS,256,,PHX
3/27/2001 19:06,10,HOU,,239,DAL
3/4/2001 08:35,7,PHX,,325,ONT
3/23/2001 15:45,27,SJC,,386,LAS
1/16/2001 09:25,12,LAX,,337,OAK
3/21/2001 12:25,-7,PHX,,1262,STL
2/18/2001 11:05,-11,AUS,,1342,BWI
3/27/2001 16:20,-15,BNA,,907,PVD
1/3/2001 11:20,-2,ABQ,,580,DAL
2/8/2001 06:30,-12,SDF,,495,BWI
1/7/2001 15:35,5,MCI,,491,BNA
3/16/2001 21:57,13,OAK,,325,BUR
1/31/2001 18:08,37,GEG,,279,PDX
1/13/2001 20:45,10,MSY,550,,MCO
3/23/2001 10:15,22,MSY,,303,HOU
3/2/2001 19:56,18,LAS,,256,PHX
3/25/2001 16:20,-2,ONT,389,,SMF
2/25/2001 12:20,10,ONT,,361,OAK
1/15/2001 17:05,33,MDW,,284,CMH
3/3/2001 17:55,-5,SAN,,304,PHX
3/24/2001 11:22,29,HOU,,239,DAL
2/3/2001 16:05,2,LAS,256,,PHX
3/6/2001 06:20,-5,MSY,303,,HOU
1/24/2001 11:05,-6,MCO,,1050,BDL
1/10/2001 17:18,0,BHM,,321,MSY
3/31/2001 19:15,-7,STL,251,,MDW
2/21/2001 13:00,4,ONT,,361,OAK
1/11/2001 20:20,-2,FLL,,197,TPA
1/28/2001 07:15,-10,BWI,,377,MHT
2/10/2001 13:10,11,MCI,,405,MDW
3/17/2001 18:15,-9,MHT,,377,BWI
2/4/2001 18:15,1,TPA,997,,MDW
3/15/2001 16:40,42,ONT,325,,PHX
3/30/2001 06:25,-8,PHX,,347,ELP
2/19/2001 12:35,8,HOU,687,,STL
1/16/2001 08:55,0,JAX,,484,BNA
3/10/2001 11:25,25,TPA,,197,FLL
2/27/2001 09:40,-3,PVD,328,,BWI
1/22/2001 14:35,-5,BWI,,682,BHM
2/24/2001 08:40,4,IND,,162,MDW
3/4/2001 13:37,14,JAX,,484,BNA
2/16/2001 06:20,-4,SJC,,386,LAS
1/29/2001 18:48,26,PHX,,843,SAT
1/8/2001 14:50,-11,OKC,,313,MCI
2/23/2001 15:10,5,FLL,,178,MCO
3/31/2001 08:00,-9,CLE,,307,MDW
3/12/2001 21:20,-5,MDW,,611,BWI
3/26/2001 21:45,12,BWI,314,,CLE
2/5/2001 08:30,-7,LAX,236,,LAS
2/1/2001 12:53,31,SAN,258,,LAS
2/17/2001 18:30,0,ABQ,759,,HOU
3/4/2001 19:50,49,PHX,,370,LAX
2/28/2001 19:50,20,LAS,236,,LAX
2/17/2001 21:55,-10,MCO,,550,MSY
1/9/2001 13:40,-15,BNA,,588,BWI
1/15/2001 09:05,-1,DAL,,296,LIT
2/4/2001 09:50,0,MSY,,1301,PHX
3/1/2001 22:10,21,LAS,223,,BUR
1/29/2001 09:10,10,HRL,,233,SAT
1/31/2001 13:58,0,OMA,423,,MDW
3/27/2001 20:45,5,HOU,,276,HRL
3/5/2001 15:45,3,IAH,,217,DAL
3/7/2001 12:40,-3,BNA,484,,JAX
2/12/2001 07:10,30,LAS,2106,,BWI
2/13/2001 11:15,4,BHM,321,,MSY
2/3/2001 17:55,-38,SAN,,1599,MSY
3/31/2001 19:15,-3,HOU,,303,MSY
3/7/2001 07:00,2,LAS,,407,OAK
3/28/2001 17:20,5,SMF,,480,SAN
1/8/2001 15:50,-10,SDF,271,,MDW
2/15/2001 20:35,-5,MCI,1044,,PHX
1/13/2001 16:48,13,PDX,344,,BOI
1/6/2001 20:00,-5,OAK,,446,SAN
1/13/2001 16:30,-2,IND,,838,TPA
3/20/2001 13:40,10,SMF,,389,ONT
1/2/2001 17:15,29,STL,,687,HOU
1/19/2001 20:15,-8,HOU,187,,CRP
2/14/2001 17:40,7,MCI,,718,ABQ
1/16/2001 19:10,-1,LAX,236,,LAS
1/14/2001 16:15,-2,SFO,,447,SAN
3/14/2001 12:45,32,HOU,,192,SAT
3/17/2001 14:30,9,MCO,,616,BNA
1/14/2001 21:20,-19,BWI,,737,STL
3/18/2001 12:45,3,DAL,580,,ABQ
1/16/2001 12:30,-13,MCO,989,,MDW
2/1/2001 07:00,-2,OAK,,361,ONT
3/7/2001 09:45,15,BUR,358,,SMF
3/10/2001 14:50,14,BWI,,1246,HOU
1/23/2001 13:30,-7,PDX,,279,GEG
1/29/2001 07:24,37,DAL,237,,TUL
1/6/2001 09:50,-5,OAK,,723,GEG
2/14/2001 17:27,52,AUS,,189,DAL
2/6/2001 06:20,-4,BUR,,358,SMF
2/14/2001 09:10,23,SAN,1751,,BNA
1/12/2001 07:15,0,MDW,,405,MCI
2/5/2001 10:20,-15,LAS,,1069,SAT
1/11/2001 14:45,6,HRL,,276,HOU
1/22/2001 06:35,-11,BWI,,1246,HOU
3/31/2001 18:00,-1,LAX,,337,OAK
1/30/2001 12:35,0,BHM,,570,HOU
1/22/2001 14:10,6,ABQ,,1180,SEA
1/17/2001 21:35,-10,SAN,417,,SJC
2/9/2001 15:50,8,AUS,,189,DAL
2/15/2001 06:30,-2,PHX,,304,SAN
3/9/2001 16:40,131,PHX,,256,LAS
1/4/2001 07:30,8,BNA,471,,MSY
2/6/2001 19:30,0,ONT,,389,SMF
1/16/2001 16:55,25,MDW,284,,CMH
1/30/2001 09:10,-7,HOU,,276,HRL
3/5/2001 18:25,0,LAS,,1140,MCI
3/19/2001 09:25,0,BUR,358,,SMF
2/22/2001 00:57,155,BDL,283,,BWI
1/13/2001 18:25,0,LAS,1235,,HOU
2/6/2001 08:00,-1,HOU,303,,MSY
2/21/2001 19:38,30,OAK,,325,BUR
1/22/2001 16:49,13,FLL,,925,BWI
2/21/2001 14:20,0,AUS,,341,LBB
2/5/2001 09:05,-10,LIT,544,,MDW
2/17/2001 12:40,7,PHX,,601,RNO
2/2/2001 17:20,-1,LAS,345,,RNO
1/5/2001 08:35,5,BUR,325,,OAK
3/22/2001 14:05,0,BNA,,616,MCO
2/28/2001 20:00,33,LAS,,487,ABQ
3/5/2001 10:30,-6,BUF,,281,BWI
2/14/2001 20:15,-8,HOU,,187,CRP
3/21/2001 10:00,-10,MDW,1521,,LAS
2/2/2001 21:52,161,BUR,,296,SJC
1/29/2001 12:18,13,SJC,,188,RNO
2/13/2001 11:30,32,TUS,,451,LAX
1/21/2001 18:00,-10,PDX,479,,SMF
2/25/2001 10:10,8,PHX,,507,SLC
2/15/2001 14:55,16,TPA,1034,,ISP
2/22/2001 11:05,-1,MCI,,223,TUL
2/13/2001 13:20,0,TPA,,197,FLL
3/16/2001 21:15,46,SEA,,671,OAK
2/13/2001 10:15,-2,ELP,636,,SAN
2/9/2001 13:33,8,PHX,304,,SAN
3/22/2001 16:35,19,MCI,1140,,LAS
1/29/2001 10:00,12,LBB,,775,LAS
3/27/2001 10:25,-13,MCI,,405,MDW
3/18/2001 09:00,18,TPA,,1034,ISP
1/26/2001 13:40,126,LAX,236,,LAS
2/14/2001 17:24,0,HOU,670,,BNA
3/1/2001 15:05,-2,BOI,,291,SLC
3/27/2001 19:00,-10,LAX,,337,OAK
3/3/2001 13:35,-2,BHM,460,,TPA
2/17/2001 08:00,-5,RNO,345,,LAS
2/24/2001 11:17,55,LAX,,337,OAK
2/9/2001 21:53,3,ISP,,220,BWI
1/20/2001 08:50,8,ISP,765,,MDW
1/31/2001 17:00,-10,OAK,543,,PDX
1/31/2001 21:13,10,STL,1262,,PHX
3/9/2001 23:19,89,LAS,223,,BUR
2/12/2001 21:55,9,HOU,,670,BNA
2/21/2001 21:04,37,STL,,251,MDW
1/5/2001 07:05,-6,TPA,,197,FLL
2/24/2001 17:15,-4,BNA,,484,JAX
3/13/2001 09:15,-12,SJC,,308,LAX
3/8/2001 12:14,77,PHX,,328,ABQ
3/30/2001 10:35,5,IND,162,,MDW
2/24/2001 11:50,8,CMH,,284,MDW
2/26/2001 08:45,-6,SLC,,588,OAK
2/6/2001 07:35,-7,SDF,,271,MDW
3/4/2001 18:30,28,HOU,,239,DAL
1/6/2001 21:25,-10,MSY,,487,TPA
2/14/2001 17:36,36,SAN,,446,OAK
3/1/2001 09:33,6,HOU,,303,MSY
1/27/2001 21:15,-6,BUF,,281,BWI
2/13/2001 06:50,0,DTW,,229,MDW
3/28/2001 09:35,5,SEA,,671,OAK
2/16/2001 17:35,30,LAS,236,,LAX
2/21/2001 10:26,-5,MDW,,1521,LAS
3/13/2001 19:20,0,DAL,,181,OKC
3/7/2001 18:32,92,ABQ,,628,SAN
2/19/2001 11:45,0,SAT,,843,PHX
1/22/2001 17:55,-1,PHX,,1136,LIT
3/31/2001 13:05,-10,LAX,,590,SLC
3/23/2001 20:35,7,ONT,,325,PHX
1/2/2001 13:30,-12,PHX,1107,,SEA
2/22/2001 07:35,-10,LAS,345,,RNO
1/12/2001 16:13,27,GEG,,224,SEA
2/22/2001 11:56,0,OKC,,419,HOU
2/14/2001 07:10,-15,PDX,,279,GEG
2/21/2001 14:12,1,RNO,188,,SJC
2/10/2001 17:30,-3,BWI,,283,BDL
1/8/2001 06:45,-5,SMF,,605,SEA
2/25/2001 16:42,32,ISP,1093,,FLL
3/23/2001 09:52,2,LAX,,1363,MCI
1/16/2001 17:58,2,PHX,,347,ELP
3/13/2001 09:05,13,DAL,,189,AUS
3/19/2001 18:45,-6,SMF,,480,SAN
3/8/2001 06:25,-3,BWI,,377,MHT
1/13/2001 09:28,11,SAT,,248,DAL
3/26/2001 12:05,-7,OAK,325,,BUR
3/2/2001 09:17,-3,HOU,,276,HRL
2/27/2001 11:15,-10,ALB,,1073,MCO
2/13/2001 07:05,5,MCO,,142,PBI
1/10/2001 07:45,5,IND,229,,STL
1/15/2001 16:05,-5,BNA,,616,MCO
2/9/2001 20:48,123,RNO,,345,LAS
2/5/2001 20:40,-10,CLE,,307,MDW
2/15/2001 22:29,26,PHX,,370,LAX
1/30/2001 19:35,30,LAS,,386,SJC
1/14/2001 09:42,10,DAL,,239,HOU
2/27/2001 13:00,0,OAK,,361,ONT
1/22/2001 19:25,1,SNA,,371,OAK
2/9/2001 17:39,32,SEA,224,,GEG
3/28/2001 07:00,3,SAN,,304,PHX
2/26/2001 12:10,-16,BWI,611,,MDW
2/16/2001 08:20,5,SAT,248,,DAL
2/7/2001 20:35,-7,SJC,,296,BUR
1/11/2001 16:29,21,LAX,,308,SJC
2/19/2001 07:05,-6,ABQ,,677,LAX
3/16/2001 12:06,18,RDU,,443,BNA
3/4/2001 23:15,117,RNO,188,,SJC
1/1/2001 09:45,-5,SJC,,1479,MCI
2/21/2001 10:24,25,PHX,,256,LAS
3/9/2001 08:30,0,PHX,,370,LAX
3/12/2001 13:00,-3,HOU,,276,HRL
3/5/2001 20:36,6,SLC,507,,PHX
3/14/2001 10:50,-3,LAS,223,,BUR
2/27/2001 20:14,36,TUL,351,,STL
3/27/2001 09:25,-2,BUF,,281,BWI
1/1/2001 11:15,30,MCO,787,,BWI
3/14/2001 10:10,20,SMF,397,,LAS
1/18/2001 15:17,23,MCI,1044,,PHX
2/23/2001 21:54,5,SAN,,304,PHX
1/12/2001 13:56,195,PHX,,304,SAN
2/17/2001 17:07,-5,LBB,295,,ELP
3/29/2001 11:05,84,PVD,1073,,MCO
1/13/2001 10:10,-10,OAK,,588,SLC
1/10/2001 14:40,16,DAL,,181,OKC
1/21/2001 15:39,-6,OAK,337,,LAX
1/7/2001 08:40,-7,OAK,180,,RNO
3/9/2001 12:25,-5,PHX,,1262,STL
2/27/2001 08:35,0,GEG,,279,PDX
2/24/2001 13:05,1,ONT,,361,OAK
1/19/2001 20:55,-5,IAH,,217,DAL
3/29/2001 08:05,0,OAK,,325,BUR
2/23/2001 08:08,0,TUS,,367,SAN
2/11/2001 09:20,2,BNA,,758,PBI
3/17/2001 13:40,-3,MAF,319,,DAL
3/6/2001 21:35,7,ONT,389,,SMF
2/9/2001 11:10,14,SJC,,621,PHX
1/29/2001 22:00,-3,DAL,,239,HOU
1/15/2001 18:30,3,MDW,570,,BHM
1/6/2001 16:52,38,HOU,,419,OKC
1/20/2001 12:00,-16,LAX,,236,LAS
2/6/2001 17:30,0,LAS,,256,PHX
1/12/2001 16:43,67,SLC,,507,PHX
2/22/2001 13:25,0,RNO,335,,BOI
2/18/2001 21:10,5,OAK,,446,SAN
3/4/2001 10:33,2,SMF,,373,LAX
2/23/2001 10:20,2,SMF,389,,ONT
3/22/2001 06:45,0,FLL,,178,MCO
3/11/2001 07:20,5,PDX,,479,SMF
1/14/2001 11:45,-10,ISP,,108,PVD
2/26/2001 07:25,-2,BNA,491,,MCI
1/22/2001 17:05,-25,PHX,,2277,PVD
1/27/2001 13:41,128,AMA,277,,ABQ
2/19/2001 16:30,2,MCO,178,,FLL
2/13/2001 22:30,65,OKC,833,,PHX
3/24/2001 16:25,3,SJC,,188,RNO
2/4/2001 17:05,0,BWI,,495,SDF
1/8/2001 06:40,11,SDF,,271,MDW
3/27/2001 07:45,-5,PHX,1455,,BHM
3/31/2001 19:14,5,CMH,,829,TPA
1/1/2001 12:21,18,PDX,,543,OAK
1/31/2001 18:00,0,HOU,,239,DAL
2/22/2001 13:25,8,TUS,,367,SAN
2/16/2001 18:45,50,SJC,333,,ONT
1/22/2001 14:10,-7,ABQ,,277,AMA
3/24/2001 15:40,-12,DTW,,229,MDW
2/6/2001 09:05,-3,SAT,,192,HOU
1/23/2001 12:05,-11,LAS,,1235,HOU
2/10/2001 06:40,2,STL,,737,BWI
2/20/2001 06:45,-5,DAL,,319,MAF
2/4/2001 19:55,-5,LAX,1814,,IND
3/29/2001 15:59,12,LAS,,407,OAK
1/4/2001 18:50,2,BWI,283,,BDL
3/2/2001 11:20,-5,TPA,487,,MSY
2/13/2001 14:35,-1,PVD,,1073,MCO
1/12/2001 09:40,-1,BWI,,328,PVD
2/19/2001 19:05,1,BNA,471,,MSY
3/8/2001 06:25,-2,OKC,,313,MCI
2/15/2001 11:05,-5,MCO,,1073,PVD
2/19/2001 11:00,10,PHX,1912,,BUF
3/30/2001 19:05,-2,LAX,677,,ABQ
1/11/2001 13:55,9,OMA,,1037,PHX
3/20/2001 16:05,8,LAS,197,,ONT
1/6/2001 08:15,-5,DAL,237,,TUL
1/5/2001 08:10,-10,LAX,1797,,BNA
3/15/2001 16:22,-5,RNO,564,,SEA
2/24/2001 11:10,31,PHX,,1444,MDW
2/8/2001 06:30,-3,DAL,,217,IAH
1/25/2001 18:54,17,HRL,,233,SAT
2/1/2001 10:40,6,LAS,397,,SMF
2/5/2001 14:20,-7,STL,,440,DTW
1/7/2001 19:50,75,BWI,842,,TPA
3/12/2001 13:10,2,LAX,,370,PHX
2/2/2001 09:35,-22,PVD,,907,BNA
1/30/2001 18:30,3,BWI,220,,ISP
2/16/2001 14:10,25,PHX,,256,LAS
2/27/2001 08:15,-6,BUR,,223,LAS
2/3/2001 06:25,-5,SAN,,446,OAK
2/14/2001 11:55,-10,SJC,,417,SAN
2/17/2001 08:37,6,TUL,453,,HOU
2/20/2001 16:50,-5,MHT,,377,BWI
2/20/2001 18:12,-3,SAN,,446,OAK
3/27/2001 07:10,-1,MDW,271,,SDF
2/6/2001 20:25,5,BHM,,321,MSY
2/27/2001 12:30,-7,DAL,239,,HOU
3/13/2001 16:30,2,BUR,,358,SMF
1/4/2001 13:48,18,OAK,671,,SEA
2/5/2001 21:30,-17,LAX,,370,PHX
2/11/2001 14:25,5,MDW,423,,OMA
3/25/2001 19:48,8,LAS,,223,BUR
3/3/2001 17:45,0,MCO,1848,,PHX
2/18/2001 11:00,15,BUR,,223,LAS
2/23/2001 17:55,-9,SAN,304,,PHX
2/9/2001 13:43,63,MCO,,828,IND
3/18/2001 09:20,-19,LAS,,1295,LIT
2/19/2001 16:05,30,MCI,,1044,PHX
1/18/2001 20:00,15,HOU,,453,TUL
1/18/2001 09:10,-3,MCI,,1442,SMF
3/1/2001 21:00,5,SJC,417,,SAN
3/10/2001 20:09,5,HOU,,239,DAL
2/8/2001 20:11,58,MCI,405,,MDW
2/22/2001 07:00,0,LAX,337,,OAK
2/4/2001 18:19,13,HOU,,303,MSY
2/22/2001 17:30,202,TPA,,842,BWI
1/6/2001 08:30,-10,LAX,,236,LAS
3/20/2001 17:30,0,LAS,258,,SAN
3/29/2001 06:25,4,BWI,220,,ISP
3/26/2001 08:47,1,BUR,325,,OAK
3/21/2001 10:00,-5,SMF,605,,SEA
1/31/2001 21:05,-5,BUR,,223,LAS
3/15/2001 19:36,53,SAN,,1751,BNA
3/10/2001 12:13,10,SJC,,417,SAN
1/5/2001 20:41,34,STL,,880,MCO
2/22/2001 15:00,0,SAT,,843,PHX
1/9/2001 13:25,-5,MCI,,313,OKC
2/3/2001 07:00,-8,MSY,303,,HOU
1/21/2001 13:18,-2,RNO,,180,OAK
2/27/2001 07:00,-10,CLE,307,,MDW
2/10/2001 09:12,9,SAN,,628,ABQ
2/4/2001 15:18,6,CMH,410,,STL
1/11/2001 20:40,-6,MSY,437,,DAL
1/24/2001 12:02,0,GEG,224,,SEA
3/26/2001 12:15,0,HRL,,273,AUS
3/8/2001 10:50,13,MCI,,1044,PHX
3/13/2001 19:50,0,ONT,,333,SJC
1/25/2001 20:40,12,LAX,,337,OAK
2/1/2001 17:35,-6,MDW,271,,SDF
1/22/2001 08:24,3,DAL,237,,TUL
2/1/2001 19:06,2,ELP,,562,DAL
2/9/2001 11:55,0,AMA,,277,ABQ
1/5/2001 21:39,20,BUF,,281,BWI
1/20/2001 10:10,-4,SJC,,569,PDX
2/9/2001 06:15,-1,TPA,,197,FLL
1/20/2001 13:24,6,ONT,,333,SJC
2/20/2001 13:15,-4,LAS,258,,SAN
2/22/2001 17:30,-5,MCO,,178,FLL
3/15/2001 18:05,18,ONT,,325,PHX
3/23/2001 12:25,-15,PDX,,569,SJC
1/2/2001 15:13,32,HOU,303,,MSY
2/1/2001 09:45,-5,HOU,148,,AUS
3/18/2001 15:20,10,DAL,,296,LIT
1/15/2001 09:43,-5,MCI,1140,,LAS
3/24/2001 18:40,0,MSY,,550,MCO
2/7/2001 06:45,3,DAL,,319,MAF
3/13/2001 17:06,44,MDW,,395,BNA
1/23/2001 14:30,0,SAN,304,,PHX
2/20/2001 13:00,-3,FLL,178,,MCO
2/20/2001 13:50,-13,MCO,,534,RDU
3/14/2001 05:30,-11,PHX,,370,LAX
1/9/2001 07:30,19,BNA,,852,BDL
2/9/2001 19:02,49,PHX,843,,SAT
2/9/2001 17:53,23,ABQ,,759,HOU
3/7/2001 09:23,1,SJC,,333,ONT
1/20/2001 19:30,15,BWI,967,,MCI
1/13/2001 14:19,22,HOU,,453,TUL
1/21/2001 13:50,0,LIT,296,,DAL
3/16/2001 12:24,0,MCO,,616,BNA
3/29/2001 09:15,0,TPA,,197,FLL
2/3/2001 18:25,-17,LAS,,1235,HOU
2/20/2001 22:05,0,PHX,,370,LAX
3/14/2001 06:30,-2,BUR,,223,LAS
1/11/2001 09:50,-15,BNA,,1448,PHX
2/26/2001 06:30,-8,MCI,237,,STL
2/9/2001 06:50,-4,BWI,,328,PVD
1/19/2001 16:40,-10,HOU,,1235,LAS
1/11/2001 20:48,110,ONT,,361,OAK
2/18/2001 15:15,-8,SDF,,254,STL
3/15/2001 22:00,27,AUS,189,,DAL
3/20/2001 20:10,-12,OAK,,407,LAS
2/10/2001 10:49,20,OAK,361,,ONT
1/11/2001 08:45,-13,IAH,,217,DAL
2/17/2001 15:40,14,LAS,,1099,OMA
