year,month,industry,unemployed,rate
2000,10,Information,96,2.4
2000,11,Information,117,3.0
2000,12,Information,151,4.0
2001,1,Information,161,4.1
2001,2,Information,109,2.9
2001,3,Information,148,3.8
2001,4,Information,148,3.7
2001,5,Information,164,4.2
2001,6,Information,163,4.1
2001,7,Information,206,5.2
2001,8,Information,210,5.4
2001,9,Information,219,5.6
2001,10,Information,233,6.0
2001,11,Information,241,6.2
2001,12,Information,275,7.4
2002,1,Information,263,7.1
2002,2,Information,279,7.6
2002,3,Information,266,7.2
2002,4,Information,257,6.9
2002,5,Information,260,7.2
2002,6,Information,255,6.9
2002,7,Information,264,7.1
2002,8,Information,270,7.1
2002,9,Information,231,6.3
2002,10,Information,211,6.0
2002,11,Information,220,6.5
2002,12,Information,255,7.2
2003,1,Information,243,6.7
2003,2,Information,321,8.6
2003,3,Information,267,7.4
2003,4,Information,268,7.3
2003,5,Information,251,6.9
2003,6,Information,239,6.4
2003,7,Information,224,5.9
2003,8,Information,224,6.1
2003,9,Information,248,7.0
2003,10,Information,182,5.4
2003,11,Information,257,7.6
2003,12,Information,224,6.5
2004,1,Information,236,7.0
2004,2,Information,194,5.8
2004,3,Information,216,6.3
2004,4,Information,168,5.0
2004,5,Information,190,5.7
2004,6,Information,172,5.0
2004,7,Information,174,5.2
2004,8,Information,191,5.7
2004,9,Information,178,5.4
2004,10,Information,185,5.6
2004,11,Information,187,5.6
2004,12,Information,173,5.7
2005,1,Information,168,5.4
2005,2,Information,204,6.5
2005,3,Information,177,6.0
2005,4,Information,178,5.9
2005,5,Information,145,4.7
2005,6,Information,160,5.0
2005,7,Information,142,4.2
2005,8,Information,156,4.6
2005,9,Information,168,4.9
2005,10,Information,162,4.8
2005,11,Information,172,5.1
2005,12,Information,128,3.7
2006,1,Information,105,3.3
2006,2,Information,119,3.7
2006,3,Information,116,3.5
2006,4,Information,132,4.2
2006,5,Information,158,4.8
2006,6,Information,114,3.4
2006,7,Information,103,3.0
2006,8,Information,132,3.9
2006,9,Information,170,4.9
2006,10,Information,116,3.4
2006,11,Information,137,3.9
2006,12,Information,108,2.9
2007,1,Information,143,4.0
2007,2,Information,139,4.0
2007,3,Information,109,3.2
2007,4,Information,77,2.4
2007,5,Information,110,3.3
2007,6,Information,114,3.4
2007,7,Information,112,3.4
2007,8,Information,140,4.1
2007,9,Information,124,3.7
2007,10,Information,120,3.7
2007,11,Information,132,4.0
2007,12,Information,125,3.7
2008,1,Information,169,5.1
2008,2,Information,193,5.8
2008,3,Information,155,4.8
2008,4,Information,143,4.4
2008,5,Information,170,5.0
2008,6,Information,157,4.7
2008,7,Information,141,4.1
2008,8,Information,144,4.2
2008,9,Information,166,5.0
2008,10,Information,168,5.0
2008,11,Information,173,5.2
2008,12,Information,219,6.9
2009,1,Information,232,7.4
2009,2,Information,224,7.1
2009,3,Information,252,7.8
2009,4,Information,320,10.1
2009,5,Information,303,9.5
2009,6,Information,347,11.1
2009,7,Information,373,11.5
2009,8,Information,358,10.7
2009,9,Information,362,11.2
2009,10,Information,261,8.2
2009,11,Information,243,7.6
2009,12,Information,256,8.5
2010,1,Information,313,10.0
2010,2,Information,300,10.0
2000,1,Finance,228,2.7
2000,2,Finance,240,2.8
2000,3,Finance,226,2.6
2000,4,Finance,197,2.3
2000,5,Finance,195,2.2
2000,6,Finance,216,2.5
2000,7,Finance,190,2.2
2000,8,Finance,213,2.5
2000,9,Finance,187,2.2
2000,10,Finance,224,2.6
2000,11,Finance,184,2.1
2000,12,Finance,200,2.3
2001,1,Finance,232,2.6
2001,2,Finance,235,2.6
2001,3,Finance,211,2.4
2001,4,Finance,232,2.6
2001,5,Finance,191,2.2
2001,6,Finance,249,2.8
2001,7,Finance,289,3.3
2001,8,Finance,256,2.9
2001,9,Finance,268,3.1
2001,10,Finance,281,3.3
2001,11,Finance,320,3.6
2001,12,Finance,258,3.0
2002,1,Finance,267,3.0
2002,2,Finance,318,3.5
2002,3,Finance,287,3.2
2002,4,Finance,292,3.3
2002,5,Finance,340,3.8
2002,6,Finance,373,4.1
2002,7,Finance,345,3.8
2002,8,Finance,343,3.8
2002,9,Finance,299,3.3
2002,10,Finance,312,3.5
2002,11,Finance,337,3.7
2002,12,Finance,322,3.6
2003,1,Finance,327,3.6
2003,2,Finance,310,3.4
2003,3,Finance,357,4.0
2003,4,Finance,323,3.6
2003,5,Finance,320,3.6
2003,6,Finance,358,4.0
2003,7,Finance,284,3.1
2003,8,Finance,342,3.7
2003,9,Finance,305,3.3
2003,10,Finance,303,3.3
2003,11,Finance,311,3.3
2003,12,Finance,283,3.0
2004,1,Finance,403,4.3
2004,2,Finance,363,3.8
2004,3,Finance,343,3.7
2004,4,Finance,312,3.4
2004,5,Finance,302,3.3
2004,6,Finance,335,3.6
2004,7,Finance,307,3.3
2004,8,Finance,312,3.4
2004,9,Finance,374,4.0
2004,10,Finance,358,3.8
2004,11,Finance,290,3.1
2004,12,Finance,290,3.1
2005,1,Finance,252,2.7
2005,2,Finance,301,3.2
2005,3,Finance,261,2.7
2005,4,Finance,255,2.7
2005,5,Finance,288,3.1
2005,6,Finance,307,3.3
2005,7,Finance,309,3.3
2005,8,Finance,300,3.2
2005,9,Finance,260,2.7
2005,10,Finance,255,2.7
2005,11,Finance,268,2.8
2005,12,Finance,204,2.1
2006,1,Finance,233,2.4
2006,2,Finance,268,2.8
2006,3,Finance,298,3.1
2006,4,Finance,293,3.1
2006,5,Finance,289,3.0
2006,6,Finance,299,3.1
2006,7,Finance,329,3.4
2006,8,Finance,263,2.7
2006,9,Finance,235,2.4
2006,10,Finance,211,2.1
2006,11,Finance,229,2.3
2006,12,Finance,227,2.3
2007,1,Finance,233,2.4
2007,2,Finance,295,3.1
2007,3,Finance,252,2.6
2007,4,Finance,231,2.4
2007,5,Finance,281,2.9
2007,6,Finance,303,3.1
2007,7,Finance,307,3.1
2007,8,Finance,371,3.7
2007,9,Finance,316,3.3
2007,10,Finance,307,3.2
2007,11,Finance,261,2.7
2007,12,Finance,315,3.2
2008,1,Finance,285,3.0
2008,2,Finance,323,3.4
2008,3,Finance,323,3.4
2008,4,Finance,324,3.4
2008,5,Finance,361,3.7
2008,6,Finance,337,3.4
2008,7,Finance,350,3.6
2008,8,Finance,409,4.2
2008,9,Finance,380,4.0
2008,10,Finance,434,4.5
2008,11,Finance,494,5.2
2008,12,Finance,540,5.6
2009,1,Finance,571,6.0
2009,2,Finance,637,6.7
2009,3,Finance,639,6.8
2009,4,Finance,561,6.0
2009,5,Finance,536,5.7
2009,6,Finance,513,5.5
2009,7,Finance,570,6.1
2009,8,Finance,566,6.0
2009,9,Finance,657,7.1
2009,10,Finance,646,7.0
2009,11,Finance,619,6.7
2009,12,Finance,665,7.2
2010,1,Finance,623,6.6
2010,2,Finance,708,7.5
2000,1,Business services,655,5.7
2000,2,Business services,587,5.2
2000,3,Business services,623,5.4
2000,4,Business services,517,4.5
2000,5,Business services,561,4.7
2000,6,Business services,545,4.4
2000,7,Business services,636,5.1
2000,8,Business services,584,4.8
2000,9,Business services,559,4.6
2000,10,Business services,504,4.1
2000,11,Business services,547,4.4
2000,12,Business services,564,4.5
2001,1,Business services,734,5.8
2001,2,Business services,724,5.9
2001,3,Business services,652,5.3
2001,4,Business services,655,5.3
2001,5,Business services,652,5.3
2001,6,Business services,694,5.4
2001,7,Business services,731,5.7
2001,8,Business services,790,6.2
2001,9,Business services,810,6.4
2001,10,Business services,910,7.2
2001,11,Business services,946,7.6
2001,12,Business services,921,7.4
2002,1,Business services,1120,8.9
2002,2,Business services,973,7.7
2002,3,Business services,964,7.5
2002,4,Business services,951,7.3
2002,5,Business services,983,7.7
2002,6,Business services,1079,8.2
2002,7,Business services,1075,8.2
2002,8,Business services,926,7.2
2002,9,Business services,1007,7.8
2002,10,Business services,962,7.5
2002,11,Business services,1029,8.2
2002,12,Business services,1038,8.3
2003,1,Business services,1112,8.9
2003,2,Business services,1140,8.9
2003,3,Business services,1190,9.1
2003,4,Business services,1076,8.3
2003,5,Business services,1105,8.4
2003,6,Business services,1092,8.5
2003,7,Business services,1021,8.2
2003,8,Business services,881,7.2
2003,9,Business services,975,8.0
2003,10,Business services,1014,8.1
2003,11,Business services,948,7.7
2003,12,Business services,948,7.6
2004,1,Business services,1070,8.7
2004,2,Business services,964,7.7
2004,3,Business services,999,7.9
2004,4,Business services,752,6.0
2004,5,Business services,819,6.5
2004,6,Business services,814,6.5
2004,7,Business services,790,6.2
2004,8,Business services,845,6.7
2004,9,Business services,750,5.9
2004,10,Business services,781,6.2
2004,11,Business services,872,6.8
2004,12,Business services,875,6.9
2005,1,Business services,958,7.6
2005,2,Business services,916,7.2
2005,3,Business services,807,6.5
2005,4,Business services,714,5.7
2005,5,Business services,730,5.9
2005,6,Business services,743,5.8
2005,7,Business services,804,6.3
2005,8,Business services,728,5.7
2005,9,Business services,862,6.7
2005,10,Business services,748,5.8
2005,11,Business services,711,5.5
2005,12,Business services,788,6.1
2006,1,Business services,825,6.5
2006,2,Business services,841,6.5
2006,3,Business services,824,6.3
2006,4,Business services,644,4.9
2006,5,Business services,695,5.3
2006,6,Business services,753,5.7
2006,7,Business services,735,5.5
2006,8,Business services,681,5.1
2006,9,Business services,736,5.6
2006,10,Business services,768,5.6
2006,11,Business services,658,4.9
2006,12,Business services,791,5.9
2007,1,Business services,885,6.5
2007,2,Business services,825,6.0
2007,3,Business services,775,5.7
2007,4,Business services,689,5.0
2007,5,Business services,743,5.4
2007,6,Business services,722,5.2
2007,7,Business services,743,5.2
2007,8,Business services,683,4.9
2007,9,Business services,655,4.7
2007,10,Business services,675,4.8
2007,11,Business services,679,4.8
2007,12,Business services,803,5.7
2008,1,Business services,893,6.4
2008,2,Business services,866,6.2
2008,3,Business services,876,6.2
2008,4,Business services,736,5.3
2008,5,Business services,829,5.9
2008,6,Business services,890,6.2
2008,7,Business services,866,6.1
2008,8,Business services,961,6.9
2008,9,Business services,951,6.9
2008,10,Business services,1052,7.5
2008,11,Business services,992,7.0
2008,12,Business services,1147,8.1
2009,1,Business services,1445,10.4
2009,2,Business services,1512,10.8
2009,3,Business services,1597,11.4
2009,4,Business services,1448,10.4
2009,5,Business services,1514,10.9
2009,6,Business services,1580,11.3
2009,7,Business services,1531,10.9
2009,8,Business services,1560,11.0
2009,9,Business services,1596,11.3
2009,10,Business services,1488,10.3
2009,11,Business services,1514,10.6
2009,12,Business services,1486,10.3
2010,1,Business services,1614,11.1
2010,2,Business services,1740,12.0
2000,1,Education and Health,353,2.3
2000,2,Education and Health,349,2.2
2000,3,Education and Health,381,2.5
2000,4,Education and Health,329,2.1
2000,5,Education and Health,423,2.7
2000,6,Education and Health,452,2.9
2000,7,Education and Health,478,3.1
2000,8,Education and Health,450,2.9
2000,9,Education and Health,398,2.6
2000,10,Education and Health,339,2.1
2000,11,Education and Health,351,2.2
2000,12,Education and Health,293,1.8
2001,1,Education and Health,428,2.6
2001,2,Education and Health,423,2.6
2001,3,Education and Health,456,2.8
2001,4,Education and Health,341,2.1
2001,5,Education and Health,390,2.4
2001,6,Education and Health,476,3.0
2001,7,Education and Health,513,3.1
2001,8,Education and Health,595,3.7
2001,9,Education and Health,455,2.8
2001,10,Education and Health,486,2.9
2001,11,Education and Health,516,3.1
2001,12,Education and Health,483,2.9
2002,1,Education and Health,586,3.5
2002,2,Education and Health,590,3.5
2002,3,Education and Health,540,3.2
2002,4,Education and Health,493,2.9
2002,5,Education and Health,533,3.2
2002,6,Education and Health,638,3.9
2002,7,Education and Health,671,4.0
2002,8,Education and Health,660,3.9
2002,9,Education and Health,562,3.2
2002,10,Education and Health,517,3.0
2002,11,Education and Health,493,2.8
2002,12,Education and Health,558,3.2
2003,1,Education and Health,559,3.2
2003,2,Education and Health,576,3.2
2003,3,Education and Health,518,2.9
2003,4,Education and Health,611,3.4
2003,5,Education and Health,618,3.5
2003,6,Education and Health,769,4.4
2003,7,Education and Health,697,4.0
2003,8,Education and Health,760,4.3
2003,9,Education and Health,649,3.7
2003,10,Education and Health,639,3.6
2003,11,Education and Health,662,3.8
2003,12,Education and Health,620,3.5
2004,1,Education and Health,662,3.7
2004,2,Education and Health,608,3.4
2004,3,Education and Health,584,3.2
2004,4,Education and Health,589,3.3
2004,5,Education and Health,570,3.2
2004,6,Education and Health,769,4.2
2004,7,Education and Health,725,4.0
2004,8,Education and Health,647,3.7
2004,9,Education and Health,593,3.3
2004,10,Education and Health,526,2.9
2004,11,Education and Health,570,3.2
2004,12,Education and Health,562,3.1
2005,1,Education and Health,613,3.4
2005,2,Education and Health,619,3.4
2005,3,Education and Health,614,3.4
2005,4,Education and Health,591,3.3
2005,5,Education and Health,648,3.6
2005,6,Education and Health,667,3.6
2005,7,Education and Health,635,3.5
2005,8,Education and Health,644,3.5
2005,9,Education and Health,658,3.5
2005,10,Education and Health,628,3.4
2005,11,Education and Health,677,3.6
2005,12,Education and Health,529,2.8
2006,1,Education and Health,593,3.2
2006,2,Education and Health,528,2.8
2006,3,Education and Health,563,3.0
2006,4,Education and Health,558,3.0
2006,5,Education and Health,543,2.9
2006,6,Education and Health,617,3.3
2006,7,Education and Health,659,3.5
2006,8,Education and Health,611,3.2
2006,9,Education and Health,576,3.0
2006,10,Education and Health,531,2.8
2006,11,Education and Health,536,2.8
2006,12,Education and Health,502,2.6
2007,1,Education and Health,563,2.9
2007,2,Education and Health,489,2.5
2007,3,Education and Health,495,2.5
2007,4,Education and Health,555,2.9
2007,5,Education and Health,622,3.3
2007,6,Education and Health,653,3.4
2007,7,Education and Health,665,3.5
2007,8,Education and Health,648,3.4
2007,9,Education and Health,630,3.2
2007,10,Education and Health,534,2.7
2007,11,Education and Health,526,2.7
2007,12,Education and Health,521,2.6
2008,1,Education and Health,576,2.9
2008,2,Education and Health,562,2.9
2008,3,Education and Health,609,3.1
2008,4,Education and Health,551,2.8
2008,5,Education and Health,619,3.2
2008,6,Education and Health,669,3.4
2008,7,Education and Health,776,3.9
2008,8,Education and Health,844,4.3
2008,9,Education and Health,835,4.1
2008,10,Education and Health,797,3.9
2008,11,Education and Health,748,3.6
2008,12,Education and Health,791,3.8
2009,1,Education and Health,792,3.8
2009,2,Education and Health,847,4.1
2009,3,Education and Health,931,4.5
2009,4,Education and Health,964,4.6
2009,5,Education and Health,1005,4.9
2009,6,Education and Health,1267,6.1
2009,7,Education and Health,1269,6.1
2009,8,Education and Health,1239,6.0
2009,9,Education and Health,1257,6.0
2009,10,Education and Health,1280,6.0
2009,11,Education and Health,1168,5.5
2009,12,Education and Health,1183,5.6
2010,1,Education and Health,1175,5.5
2010,2,Education and Health,1200,5.6
2000,1,Leisure and hospitality,782,7.5
2000,2,Leisure and hospitality,779,7.5
2000,3,Leisure and hospitality,789,7.4
2000,4,Leisure and hospitality,658,6.1
2000,5,Leisure and hospitality,675,6.2
2000,6,Leisure and hospitality,833,7.3
2000,7,Leisure and hospitality,786,6.8
2000,8,Leisure and hospitality,675,6.0
2000,9,Leisure and hospitality,636,5.9
2000,10,Leisure and hospitality,691,6.5
2000,11,Leisure and hospitality,694,6.5
2000,12,Leisure and hospitality,639,5.9
2001,1,Leisure and hospitality,806,7.7
2001,2,Leisure and hospitality,821,7.5
2001,3,Leisure and hospitality,817,7.4
2001,4,Leisure and hospitality,744,6.8
2001,5,Leisure and hospitality,731,6.7
2001,6,Leisure and hospitality,821,7.0
2001,7,Leisure and hospitality,813,6.8
2001,8,Leisure and hospitality,767,6.8
2001,9,Leisure and hospitality,900,8.0
2001,10,Leisure and hospitality,903,8.3
2001,11,Leisure and hospitality,935,8.5
2001,12,Leisure and hospitality,938,8.5
2002,1,Leisure and hospitality,947,8.6
2002,2,Leisure and hospitality,973,8.7
2002,3,Leisure and hospitality,976,8.5
2002,4,Leisure and hospitality,953,8.4
2002,5,Leisure and hospitality,1022,8.6
2002,6,Leisure and hospitality,1034,8.5
2002,7,Leisure and hospitality,999,8.2
2002,8,Leisure and hospitality,884,7.5
2002,9,Leisure and hospitality,885,7.9
2002,10,Leisure and hospitality,956,8.5
2002,11,Leisure and hospitality,978,8.9
2002,12,Leisure and hospitality,922,8.2
2003,1,Leisure and hospitality,1049,9.3
2003,2,Leisure and hospitality,1145,10.0
2003,3,Leisure and hospitality,1035,8.9
2003,4,Leisure and hospitality,986,8.5
2003,5,Leisure and hospitality,955,7.9
2003,6,Leisure and hospitality,1048,8.6
2003,7,Leisure and hospitality,1020,8.4
2003,8,Leisure and hospitality,1050,9.0
2003,9,Leisure and hospitality,978,8.8
2003,10,Leisure and hospitality,933,8.3
2003,11,Leisure and hospitality,990,9.0
2003,12,Leisure and hospitality,885,8.2
2004,1,Leisure and hospitality,1097,10.0
2004,2,Leisure and hospitality,987,8.9
2004,3,Leisure and hospitality,1039,9.0
2004,4,Leisure and hospitality,925,7.9
2004,5,Leisure and hospitality,977,8.1
2004,6,Leisure and hospitality,1189,9.6
2004,7,Leisure and hospitality,965,7.8
2004,8,Leisure and hospitality,1010,8.4
2004,9,Leisure and hospitality,854,7.5
2004,10,Leisure and hospitality,853,7.3
2004,11,Leisure and hospitality,916,7.9
2004,12,Leisure and hospitality,850,7.4
2005,1,Leisure and hospitality,993,8.7
2005,2,Leisure and hospitality,1008,8.8
2005,3,Leisure and hospitality,967,8.3
2005,4,Leisure and hospitality,882,7.7
2005,5,Leisure and hospitality,944,7.7
2005,6,Leisure and hospitality,950,7.6
2005,7,Leisure and hospitality,929,7.4
2005,8,Leisure and hospitality,844,6.8
2005,9,Leisure and hospitality,842,7.3
2005,10,Leisure and hospitality,796,6.8
2005,11,Leisure and hospitality,966,8.1
2005,12,Leisure and hospitality,930,7.9
2006,1,Leisure and hospitality,910,8.1
2006,2,Leisure and hospitality,1040,9.1
2006,3,Leisure and hospitality,917,8.0
2006,4,Leisure and hospitality,882,7.6
2006,5,Leisure and hospitality,830,7.0
2006,6,Leisure and hospitality,942,7.4
2006,7,Leisure and hospitality,867,6.8
2006,8,Leisure and hospitality,855,6.9
2006,9,Leisure and hospitality,810,6.9
2006,10,Leisure and hospitality,795,6.6
2006,11,Leisure and hospitality,836,7.1
2006,12,Leisure and hospitality,701,5.9
2007,1,Leisure and hospitality,911,7.8
2007,2,Leisure and hospitality,879,7.4
2007,3,Leisure and hospitality,845,7.0
2007,4,Leisure and hospitality,822,6.9
2007,5,Leisure and hospitality,831,6.8
2007,6,Leisure and hospitality,917,7.2
2007,7,Leisure and hospitality,920,7.3
2007,8,Leisure and hospitality,877,7.1
2007,9,Leisure and hospitality,892,7.4
2007,10,Leisure and hospitality,911,7.5
2007,11,Leisure and hospitality,986,8.1
2007,12,Leisure and hospitality,961,7.9
2008,1,Leisure and hospitality,1176,9.4
2008,2,Leisure and hospitality,1056,8.5
2008,3,Leisure and hospitality,944,7.6
2008,4,Leisure and hospitality,874,6.9
2008,5,Leisure and hospitality,1074,8.4
2008,6,Leisure and hospitality,1154,8.9
2008,7,Leisure and hospitality,1172,8.8
2008,8,Leisure and hospitality,1122,8.7
2008,9,Leisure and hospitality,1029,8.2
2008,10,Leisure and hospitality,1126,8.9
2008,11,Leisure and hospitality,1283,9.9
2008,12,Leisure and hospitality,1210,9.5
2009,1,Leisure and hospitality,1487,11.5
2009,2,Leisure and hospitality,1477,11.4
2009,3,Leisure and hospitality,1484,11.6
2009,4,Leisure and hospitality,1322,10.2
2009,5,Leisure and hospitality,1599,11.9
2009,6,Leisure and hospitality,1688,12.1
2009,7,Leisure and hospitality,1600,11.2
2009,8,Leisure and hospitality,1636,12.0
2009,9,Leisure and hospitality,1469,11.4
2009,10,Leisure and hospitality,1604,12.4
2009,11,Leisure and hospitality,1524,11.9
2009,12,Leisure and hospitality,1624,12.6
2010,1,Leisure and hospitality,1804,14.2
2010,2,Leisure and hospitality,1597,12.7
2000,1,Other,274,4.9
2000,2,Other,232,4.1
2000,3,Other,247,4.3
2000,4,Other,240,4.2
2000,5,Other,254,4.5
2000,6,Other,225,3.9
2000,7,Other,202,3.7
2000,8,Other,187,3.5
2000,9,Other,220,4.0
2000,10,Other,161,2.9
2000,11,Other,217,3.8
2000,12,Other,167,2.9
2001,1,Other,197,3.4
2001,2,Other,243,4.2
2001,3,Other,200,3.4
2001,4,Other,220,3.8
2001,5,Other,172,3.2
2001,6,Other,246,4.6
2001,7,Other,228,4.1
2001,8,Other,241,4.5
2001,9,Other,225,4.0
2001,10,Other,239,4.1
2001,11,Other,256,4.2
2001,12,Other,277,4.5
2002,1,Other,304,5.1
2002,2,Other,339,5.6
2002,3,Other,314,5.5
2002,4,Other,268,4.6
2002,5,Other,264,4.6
2002,6,Other,335,5.5
2002,7,Other,356,5.8
2002,8,Other,353,6.0
2002,9,Other,281,4.8
2002,10,Other,272,4.6
2002,11,Other,284,4.9
2002,12,Other,241,4.2
2003,1,Other,304,5.3
2003,2,Other,331,5.7
2003,3,Other,370,6.1
2003,4,Other,331,5.5
2003,5,Other,339,5.7
2003,6,Other,359,5.9
2003,7,Other,405,6.6
2003,8,Other,373,6.1
2003,9,Other,338,5.5
2003,10,Other,378,6.1
2003,11,Other,357,5.8
2003,12,Other,278,4.5
2004,1,Other,322,5.3
2004,2,Other,366,5.9
2004,3,Other,366,5.9
2004,4,Other,347,5.6
2004,5,Other,310,5.1
2004,6,Other,326,5.4
2004,7,Other,346,5.6
2004,8,Other,341,5.6
2004,9,Other,301,4.9
2004,10,Other,300,4.8
2004,11,Other,294,4.8
2004,12,Other,276,4.3
2005,1,Other,290,4.7
2005,2,Other,325,5.3
2005,3,Other,308,5.0
2005,4,Other,306,4.9
2005,5,Other,314,5.0
2005,6,Other,291,4.6
2005,7,Other,274,4.2
2005,8,Other,306,4.8
2005,9,Other,307,4.9
2005,10,Other,319,5.0
2005,11,Other,300,4.9
2005,12,Other,269,4.3
2006,1,Other,308,4.9
2006,2,Other,281,4.4
2006,3,Other,292,4.6
2006,4,Other,266,4.1
2006,5,Other,265,4.2
2006,6,Other,265,4.3
2006,7,Other,305,4.7
2006,8,Other,341,5.3
2006,9,Other,310,5.0
2006,10,Other,268,4.4
2006,11,Other,306,5.0
2006,12,Other,306,5.2
2007,1,Other,275,4.7
2007,2,Other,257,4.3
2007,3,Other,222,3.7
2007,4,Other,224,3.6
2007,5,Other,242,3.9
2007,6,Other,256,4.0
2007,7,Other,243,3.8
2007,8,Other,239,3.8
2007,9,Other,257,4.2
2007,10,Other,182,3.0
2007,11,Other,255,4.1
2007,12,Other,235,3.9
2008,1,Other,264,4.4
2008,2,Other,313,5.1
2008,3,Other,283,4.6
2008,4,Other,251,4.0
2008,5,Other,275,4.4
2008,6,Other,322,5.0
2008,7,Other,352,5.2
2008,8,Other,412,6.3
2008,9,Other,374,5.8
2008,10,Other,334,5.3
2008,11,Other,434,7.0
2008,12,Other,367,6.1
2009,1,Other,431,7.1
2009,2,Other,453,7.3
2009,3,Other,377,6.0
2009,4,Other,403,6.4
2009,5,Other,476,7.5
2009,6,Other,557,8.4
2009,7,Other,490,7.4
2009,8,Other,528,8.2
2009,9,Other,462,7.1
2009,10,Other,541,8.5
2009,11,Other,491,8.0
2009,12,Other,513,8.2
2010,1,Other,609,10.0
2010,2,Other,603,9.9
2000,1,Agriculture,154,10.3
2000,2,Agriculture,173,11.5
2000,3,Agriculture,152,10.4
2000,4,Agriculture,135,8.9
2000,5,Agriculture,73,5.1
2000,6,Agriculture,109,6.7
2000,7,Agriculture,77,5.0
2000,8,Agriculture,110,7.0
2000,9,Agriculture,124,8.2
2000,10,Agriculture,113,8.0
2000,11,Agriculture,192,13.3
2000,12,Agriculture,196,13.9
2001,1,Agriculture,188,13.8
2001,2,Agriculture,193,15.1
2001,3,Agriculture,267,19.2
2001,4,Agriculture,140,10.4
2001,5,Agriculture,109,7.7
2001,6,Agriculture,130,9.7
2001,7,Agriculture,113,7.6
2001,8,Agriculture,141,9.3
2001,9,Agriculture,101,7.2
2001,10,Agriculture,118,8.7
2001,11,Agriculture,145,11.6
2001,12,Agriculture,192,15.1
2002,1,Agriculture,195,14.8
2002,2,Agriculture,187,14.8
2002,3,Agriculture,269,19.6
2002,4,Agriculture,151,10.8
2002,5,Agriculture,89,6.8
2002,6,Agriculture,89,6.3
2002,7,Agriculture,114,7.3
2002,8,Agriculture,125,9.0
2002,9,Agriculture,92,6.3
2002,10,Agriculture,97,6.6
2002,11,Agriculture,137,11.1
2002,12,Agriculture,120,9.8
2003,1,Agriculture,159,13.2
2003,2,Agriculture,172,14.7
2003,3,Agriculture,161,12.9
2003,4,Agriculture,154,12.0
2003,5,Agriculture,133,10.2
2003,6,Agriculture,94,6.9
2003,7,Agriculture,113,8.2
2003,8,Agriculture,173,10.7
2003,9,Agriculture,98,6.2
2003,10,Agriculture,136,8.5
2003,11,Agriculture,148,10.3
2003,12,Agriculture,137,10.9
2004,1,Agriculture,184,15.1
2004,2,Agriculture,168,14.2
2004,3,Agriculture,153,12.7
2004,4,Agriculture,107,8.3
2004,5,Agriculture,99,7.4
2004,6,Agriculture,106,7.6
2004,7,Agriculture,140,10.0
2004,8,Agriculture,103,7.0
2004,9,Agriculture,88,6.4
2004,10,Agriculture,102,7.7
2004,11,Agriculture,131,10.5
2004,12,Agriculture,165,14.0
2005,1,Agriculture,153,13.2
2005,2,Agriculture,107,9.9
2005,3,Agriculture,139,11.8
2005,4,Agriculture,84,6.9
2005,5,Agriculture,66,5.3
2005,6,Agriculture,76,5.2
2005,7,Agriculture,69,4.7
2005,8,Agriculture,100,7.1
2005,9,Agriculture,127,9.5
2005,10,Agriculture,85,6.7
2005,11,Agriculture,118,9.6
2005,12,Agriculture,127,11.1
2006,1,Agriculture,140,11.5
2006,2,Agriculture,139,11.8
2006,3,Agriculture,117,9.8
2006,4,Agriculture,81,6.2
2006,5,Agriculture,79,6.0
2006,6,Agriculture,35,2.4
2006,7,Agriculture,55,3.6
2006,8,Agriculture,76,5.3
2006,9,Agriculture,78,5.9
2006,10,Agriculture,77,5.8
2006,11,Agriculture,125,9.6
2006,12,Agriculture,139,10.4
2007,1,Agriculture,128,10.0
2007,2,Agriculture,127,9.6
2007,3,Agriculture,123,9.7
2007,4,Agriculture,67,5.7
2007,5,Agriculture,64,5.1
2007,6,Agriculture,59,4.5
2007,7,Agriculture,40,3.1
2007,8,Agriculture,54,4.7
2007,9,Agriculture,53,4.3
2007,10,Agriculture,47,4.0
2007,11,Agriculture,80,6.6
2007,12,Agriculture,96,7.5
2008,1,Agriculture,113,9.5
2008,2,Agriculture,135,10.9
2008,3,Agriculture,175,13.2
2008,4,Agriculture,108,8.6
2008,5,Agriculture,94,7.4
2008,6,Agriculture,86,6.1
2008,7,Agriculture,125,8.5
2008,8,Agriculture,111,7.6
2008,9,Agriculture,84,5.8
2008,10,Agriculture,97,7.1
2008,11,Agriculture,119,9.5
2008,12,Agriculture,229,17.0
2009,1,Agriculture,245,18.7
2009,2,Agriculture,251,18.8
2009,3,Agriculture,241,19.0
2009,4,Agriculture,176,13.5
2009,5,Agriculture,136,10.0
2009,6,Agriculture,182,12.3
2009,7,Agriculture,180,12.1
2009,8,Agriculture,195,13.1
2009,9,Agriculture,150,11.1
2009,10,Agriculture,166,11.8
2009,11,Agriculture,180,12.6
2009,12,Agriculture,292,19.7
2010,1,Agriculture,318,21.3
2010,2,Agriculture,285,18.8
2000,1,Self-employed,239,2.3
2000,2,Self-employed,262,2.5
2000,3,Self-employed,213,2.0
2000,4,Self-employed,218,2.0
2000,5,Self-employed,206,1.9
2000,6,Self-employed,188,1.8
2000,7,Self-employed,222,2.1
2000,8,Self-employed,186,1.7
2000,9,Self-employed,213,2.0
2000,10,Self-employed,226,2.2
2000,11,Self-employed,273,2.7
2000,12,Self-employed,178,1.8
2001,1,Self-employed,194,1.9
2001,2,Self-employed,209,2.0
